employee_id,department,years_at_company,satisfaction_score,last_evaluation,salary_usd,left_company
EMP-5549,Engineering,10,1.5,2.5,62894,0
EMP-5550,Marketing,7,1.6,4.5,70368,1
EMP-5551,Finance,11,3.5,2.5,149542,0
EMP-5552,Finance,8,2.1,1.9,86778,0
EMP-5553,Sales,8,1.9,4.5,149776,1
EMP-5554,Sales,6,3.7,4.6,190222,0
EMP-5555,Engineering,9,2.7,2.1,195017,0
EMP-5556,Sales,15,2.3,3.3,152674,0
EMP-5557,Finance,1,4.6,3.8,161352,0
EMP-5558,Engineering,14,1.3,1.2,190162,1
EMP-5559,Engineering,14,4.7,2.0,117640,0
EMP-5560,Finance,4,2.9,3.3,174336,0
EMP-5561,Finance,15,3.3,2.7,139883,1
EMP-5562,Sales,12,4.5,2.7,167824,0
EMP-5563,HR,7,3.5,1.8,193036,0
EMP-5564,Finance,6,2.7,4.3,57423,1
EMP-5565,Engineering,7,2.4,1.7,140619,1
EMP-5566,Marketing,6,4.5,4.6,138085,0
EMP-5567,Finance,13,3.1,2.9,184152,0
EMP-5568,Engineering,6,2.3,4.0,61762,0
EMP-5569,Sales,5,4.8,3.6,149754,0
EMP-5570,Marketing,1,1.2,3.8,90616,1
EMP-5571,Marketing,2,4.5,2.8,183603,0
EMP-5572,Marketing,8,4.0,1.1,114442,0
EMP-5573,Finance,4,3.8,4.7,148528,1
EMP-5574,Marketing,9,1.3,1.5,120653,1
EMP-5575,Marketing,6,1.1,2.7,157055,0
EMP-5576,Marketing,6,3.4,1.0,97805,0
EMP-5577,HR,8,3.5,3.6,174673,0
EMP-5578,Sales,4,3.4,3.7,199452,0
EMP-5579,Finance,12,2.0,4.7,51608,1
EMP-5580,HR,14,2.7,1.6,140045,0
EMP-5581,Sales,5,3.5,1.4,178607,0
EMP-5582,HR,10,1.4,2.2,197943,1
EMP-5583,Sales,1,3.7,1.1,91788,0
EMP-5584,Engineering,3,2.3,3.5,170933,0
EMP-5585,Finance,7,2.2,2.7,167074,0
EMP-5586,Marketing,9,3.2,3.0,110828,0
EMP-5587,HR,8,3.1,4.9,58677,0
EMP-5588,Sales,6,4.7,2.9,137734,1
EMP-5589,Finance,4,2.5,2.6,99567,1
EMP-5590,Engineering,8,4.4,4.1,180331,0
EMP-5591,HR,14,1.5,3.2,115997,1
EMP-5592,Engineering,1,3.1,1.4,104397,0
EMP-5593,Finance,4,2.3,4.1,88570,1
EMP-5594,Marketing,15,3.7,1.4,105541,0
EMP-5595,Sales,2,3.6,1.4,84016,0
EMP-5596,Marketing,14,2.1,2.8,162657,1
EMP-5597,Sales,6,3.8,2.5,190326,1
EMP-5598,Finance,3,2.9,4.8,184061,0
EMP-5599,Finance,5,4.2,1.0,178985,0
EMP-5600,Engineering,8,4.5,1.5,184731,0
EMP-5601,Marketing,11,1.9,2.3,198110,1
EMP-5602,Marketing,10,4.8,4.0,119787,1
EMP-5603,HR,3,3.5,2.8,190712,0
EMP-5604,HR,8,2.0,2.4,105287,1
EMP-5605,HR,13,3.0,3.7,59435,0
EMP-5606,Engineering,5,1.3,1.6,182310,1
EMP-5607,HR,11,2.5,3.7,175807,0
EMP-5608,Finance,14,3.5,4.4,183983,0
EMP-5609,Marketing,2,4.5,4.9,76302,0
EMP-5610,Finance,12,2.1,4.5,92171,1
EMP-5611,Engineering,3,2.6,4.0,70227,0
EMP-5612,Engineering,1,1.6,1.7,86357,0
EMP-5613,Marketing,14,2.9,1.6,198497,0
EMP-5614,HR,6,3.1,2.8,113539,0
EMP-5615,Finance,15,3.3,3.9,85124,0
EMP-5616,HR,1,3.3,3.2,194325,0
EMP-5617,Engineering,3,2.7,4.4,178310,0
EMP-5618,Finance,15,2.6,3.8,83094,1
EMP-5619,Finance,10,1.0,2.6,97923,1
EMP-5620,Sales,4,4.5,3.4,68883,0
EMP-5621,Engineering,14,1.1,1.2,84346,0
EMP-5622,Marketing,9,3.1,4.4,160471,0
EMP-5623,Finance,15,3.6,4.8,133982,0
EMP-5624,Sales,4,2.2,1.8,136279,0
EMP-5625,Finance,10,2.1,3.3,158193,0
EMP-5626,Engineering,8,4.1,4.6,172030,0
EMP-5627,Engineering,8,2.0,1.8,182548,1
EMP-5628,Sales,14,4.1,4.0,166746,0
EMP-5629,Marketing,13,4.8,1.2,147077,0
EMP-5630,Finance,5,4.0,1.8,54441,0
EMP-5631,HR,3,2.2,3.8,199725,1
EMP-5632,Finance,13,1.6,4.7,74602,1
EMP-5633,Engineering,14,1.3,3.2,70506,1
EMP-5634,Sales,4,4.5,1.2,129944,0
EMP-5635,HR,4,4.0,2.6,194029,0
EMP-5636,Finance,10,2.5,1.5,139850,0
EMP-5637,Finance,13,1.4,4.5,88296,1
EMP-5638,Engineering,15,3.0,1.5,53234,1
EMP-5639,Sales,13,2.1,3.0,167352,1
EMP-5640,Finance,13,3.5,1.6,119476,0
EMP-5641,Finance,6,2.1,1.1,92740,0
EMP-5642,Sales,3,2.7,4.1,64105,0
EMP-5643,Engineering,7,4.2,4.5,108906,0
EMP-5644,HR,5,4.2,2.6,186222,0
EMP-5645,Marketing,2,1.9,1.5,95970,0
EMP-5646,Sales,3,4.9,3.4,103470,0
EMP-5647,Marketing,5,1.8,1.4,112887,0
EMP-5648,Engineering,3,2.0,2.4,107135,1
EMP-5649,Engineering,10,2.0,4.0,95663,0
EMP-5650,HR,11,4.8,3.2,183181,0
EMP-5651,HR,6,1.9,5.0,102723,1
EMP-5652,Finance,15,2.4,2.5,77259,1
EMP-5653,Engineering,3,4.1,1.8,196791,0
EMP-5654,Sales,15,3.2,4.4,126351,1
EMP-5655,Engineering,8,1.9,1.2,82432,0
EMP-5656,Sales,1,1.7,4.2,137188,1
EMP-5657,Finance,2,2.0,3.7,71593,0
EMP-5658,Sales,9,4.5,3.1,71439,1
EMP-5659,Sales,9,2.0,1.9,94552,0
EMP-5660,Engineering,9,1.7,1.6,51335,1
EMP-5661,Sales,5,1.5,4.4,115755,1
EMP-5662,Sales,4,3.2,4.8,192181,0
EMP-5663,Marketing,6,3.7,4.4,82221,0
EMP-5664,Engineering,6,1.5,3.5,53898,1
EMP-5665,Finance,7,3.5,4.3,138102,0
EMP-5666,Sales,11,1.5,1.5,145711,0
EMP-5667,Marketing,3,4.5,4.3,89865,0
EMP-5668,Engineering,14,3.7,1.6,143564,0
EMP-5669,HR,12,2.5,4.5,65879,1
EMP-5670,Engineering,6,1.1,2.9,180005,0
EMP-5671,HR,2,2.5,2.4,197229,1
EMP-5672,HR,4,2.1,2.1,134934,0
EMP-5673,HR,13,2.7,2.9,65637,1
EMP-5674,Sales,13,4.8,4.7,160659,0
EMP-5675,Marketing,3,2.7,3.5,96260,0
EMP-5676,Finance,7,3.4,3.0,136261,0
EMP-5677,Engineering,13,2.9,3.8,73454,1
EMP-5678,Engineering,1,4.6,2.2,177448,0
EMP-5679,Engineering,1,3.2,4.9,64723,0
EMP-5680,Finance,10,3.2,2.0,128075,0
EMP-5681,Engineering,9,1.2,3.7,77662,1
EMP-5682,Engineering,7,2.0,4.2,117148,1
EMP-5683,Engineering,8,4.6,4.4,121571,0
EMP-5684,Sales,2,2.3,2.0,160289,1
EMP-5685,Sales,1,2.1,2.3,199970,0
EMP-5686,Marketing,11,1.3,4.1,71630,0
EMP-5687,Engineering,15,4.0,4.9,177261,0
EMP-5688,Engineering,6,1.4,1.1,65433,1
EMP-5689,Finance,11,2.1,4.6,75794,0
EMP-5690,Marketing,13,1.2,3.6,197027,1
EMP-5691,Sales,12,2.1,3.1,162164,0
EMP-5692,Marketing,6,2.4,3.6,149138,1
EMP-5693,HR,10,1.2,2.7,161482,1
EMP-5694,Sales,14,1.9,1.0,172325,0
EMP-5695,Sales,4,4.3,3.6,139460,0
EMP-5696,Marketing,13,1.5,3.4,153631,1
EMP-5697,Finance,8,2.9,1.8,166501,0
EMP-5698,Marketing,2,2.7,3.8,72626,1
EMP-5699,Finance,5,3.7,2.1,146681,0
EMP-5700,Finance,6,1.8,5.0,100825,0
EMP-5701,Marketing,13,2.3,3.7,167490,1
EMP-5702,Sales,12,1.3,1.7,94463,1
EMP-5703,Marketing,13,1.8,1.8,153095,1
EMP-5704,Marketing,10,4.0,1.4,152020,0
EMP-5705,Engineering,11,3.6,1.9,148325,0
EMP-5706,HR,3,3.5,4.2,158618,0
EMP-5707,Sales,14,3.9,2.6,139057,0
EMP-5708,HR,3,2.6,1.6,80631,0
EMP-5709,Marketing,4,2.2,3.7,193832,1
EMP-5710,Sales,10,3.2,3.6,91799,0
EMP-5711,Sales,9,1.8,3.3,57904,0
EMP-5712,Finance,6,3.9,1.0,172094,0
EMP-5713,HR,13,4.6,1.4,69529,0
EMP-5714,HR,11,2.1,1.1,59118,1
EMP-5715,Finance,14,1.5,4.6,61989,0
EMP-5716,Marketing,7,4.2,3.6,74042,1
EMP-5717,Finance,14,2.0,3.5,172156,0
EMP-5718,Sales,6,2.4,2.6,128742,0
EMP-5719,Finance,15,2.5,3.1,89044,0
EMP-5720,Finance,15,2.2,3.0,167888,0
EMP-5721,Marketing,8,5.0,3.9,98540,0
EMP-5722,Marketing,14,2.4,4.9,105231,1
EMP-5723,Marketing,15,4.5,4.9,158117,0
EMP-5724,Engineering,13,4.8,5.0,198150,0
EMP-5725,Sales,5,3.0,4.0,80825,0
EMP-5726,Engineering,1,4.3,2.5,170492,0
EMP-5727,Sales,9,3.7,3.7,68832,0
EMP-5728,HR,11,1.6,3.0,91555,1
EMP-5729,Finance,4,1.3,4.3,102321,0
EMP-5730,Finance,2,1.4,2.3,52017,1
EMP-5731,Engineering,11,3.3,3.4,112210,0
EMP-5732,Finance,15,4.2,4.0,173574,0
EMP-5733,HR,9,4.3,4.4,84077,0
EMP-5734,Finance,14,3.4,3.0,122393,1
EMP-5735,Engineering,1,3.6,2.4,176566,0
EMP-5736,Sales,15,2.3,1.6,56702,1
EMP-5737,Engineering,3,2.7,1.4,78927,0
EMP-5738,Sales,3,1.7,2.7,112701,0
EMP-5739,Finance,8,1.5,4.9,178121,0
EMP-5740,Engineering,15,3.0,2.7,58724,1
EMP-5741,Marketing,15,3.9,2.9,135913,1
EMP-5742,Engineering,4,4.9,2.6,86078,0
EMP-5743,HR,1,1.4,4.6,156236,0
EMP-5744,Finance,10,2.2,2.2,75534,1
EMP-5745,HR,3,4.1,4.3,157337,1
EMP-5746,Finance,6,3.3,1.7,50187,1
EMP-5747,Engineering,8,3.8,4.7,135490,0
EMP-5748,Engineering,1,2.6,1.9,133192,0
EMP-5749,Marketing,3,4.1,4.9,198436,0
EMP-5750,Engineering,7,3.8,4.1,98831,0
EMP-5751,Finance,10,3.1,3.4,59308,0
EMP-5752,Marketing,12,1.5,3.7,78067,1
EMP-5753,Marketing,8,2.8,2.4,186213,0
EMP-5754,Engineering,3,3.9,1.6,178836,0
EMP-5755,Engineering,2,3.8,3.3,163209,1
EMP-5756,Marketing,15,3.0,3.5,194365,0
EMP-5757,Engineering,5,4.5,4.6,83690,0
EMP-5758,Sales,9,2.7,2.4,186685,0
EMP-5759,Marketing,7,2.0,3.7,151369,1
EMP-5760,Finance,15,1.1,1.7,50683,1
EMP-5761,Sales,11,3.8,1.9,134757,0
EMP-5762,Engineering,4,3.9,1.9,164384,0
EMP-5763,Engineering,6,2.3,4.7,112871,1
EMP-5764,HR,11,2.7,2.0,73782,0
EMP-5765,Sales,6,1.7,4.4,158672,1
EMP-5766,Finance,7,2.4,2.4,64516,1
EMP-5767,HR,5,1.5,3.4,156211,0
EMP-5768,Finance,3,3.4,1.8,167618,0
EMP-5769,HR,2,2.4,3.9,66098,0
EMP-5770,HR,13,1.6,2.1,156266,0
EMP-5771,HR,14,2.5,3.9,135866,0
EMP-5772,Sales,8,1.2,3.9,191775,0
EMP-5773,Engineering,7,4.7,1.0,114410,0
EMP-5774,HR,10,4.6,1.9,111055,0
EMP-5775,Finance,2,1.0,1.9,149803,0
EMP-5776,Marketing,10,2.6,3.5,119543,0
EMP-5777,Finance,8,3.6,4.1,92672,1
EMP-5778,Sales,9,1.3,3.7,125750,0
EMP-5779,HR,7,3.5,4.4,184765,0
EMP-5780,Engineering,5,3.2,1.3,127909,0
EMP-5781,Marketing,9,2.1,4.6,71981,1
EMP-5782,HR,11,4.5,1.3,92888,1
EMP-5783,Finance,10,2.0,3.9,131956,0
EMP-5784,Engineering,14,4.8,4.8,68579,1
EMP-5785,HR,12,1.6,2.5,136291,1
EMP-5786,HR,9,2.3,2.8,139227,1
EMP-5787,Marketing,4,3.7,2.7,96021,0
EMP-5788,Engineering,1,4.3,4.0,54535,0
EMP-5789,Engineering,14,2.8,4.3,88258,0
EMP-5790,Finance,10,1.6,2.4,133937,0
EMP-5791,Sales,3,3.0,2.1,94436,0
EMP-5792,Engineering,7,1.7,2.1,93311,0
EMP-5793,Engineering,3,4.9,2.9,69518,0
EMP-5794,Sales,7,3.7,3.0,124568,1
EMP-5795,Finance,14,1.7,1.2,139241,0
EMP-5796,Finance,13,1.7,4.6,99885,1
EMP-5797,Engineering,1,2.7,3.0,130499,1
EMP-5798,Sales,10,4.0,3.9,147181,0
EMP-5799,Marketing,8,2.8,4.2,87911,1
EMP-5800,HR,2,4.4,3.6,106997,0
EMP-5801,Finance,3,1.5,1.2,182125,0
EMP-5802,Finance,11,4.1,3.8,53707,0
EMP-5803,HR,9,4.3,2.5,126132,0
EMP-5804,HR,6,1.6,4.0,149626,0
EMP-5805,Finance,2,2.8,5.0,137335,1
EMP-5806,Finance,9,1.9,4.7,143237,1
EMP-5807,HR,9,2.8,3.3,173024,1
EMP-5808,Engineering,14,2.8,2.0,78942,0
EMP-5809,Finance,13,1.2,4.2,191378,0
EMP-5810,Marketing,2,4.1,2.7,86585,0
EMP-5811,Marketing,1,3.5,1.0,180998,0
EMP-5812,Sales,3,3.9,4.8,59384,0
EMP-5813,HR,15,2.6,2.9,88032,0
EMP-5814,HR,3,3.1,2.3,175325,0
EMP-5815,Sales,4,4.4,4.5,92453,0
EMP-5816,Sales,15,1.5,1.8,70007,1
EMP-5817,Finance,3,4.7,4.4,150271,1
EMP-5818,Marketing,14,3.1,4.7,132320,0
EMP-5819,Engineering,7,3.1,2.2,62315,0
EMP-5820,HR,2,3.6,3.7,158759,0
EMP-5821,Sales,11,3.4,1.4,83009,0
EMP-5822,Finance,15,2.4,3.7,97410,1
EMP-5823,Finance,13,4.7,4.8,108378,1
EMP-5824,Marketing,6,1.6,2.7,126433,1
EMP-5825,Sales,12,2.3,3.4,89448,0
EMP-5826,HR,2,1.7,3.6,109316,0
EMP-5827,Marketing,14,2.5,4.8,95001,0
EMP-5828,Marketing,14,1.8,1.5,88876,1
EMP-5829,HR,7,4.6,1.1,196242,0
EMP-5830,Sales,1,1.4,3.0,187968,0
EMP-5831,HR,1,1.6,1.9,137179,1
EMP-5832,Finance,2,4.8,1.2,91357,0
EMP-5833,Engineering,13,1.3,1.9,64043,1
EMP-5834,Sales,9,2.3,1.5,107435,0
EMP-5835,Engineering,6,2.7,2.3,86009,0
EMP-5836,HR,15,1.6,4.3,129950,0
EMP-5837,Finance,9,1.1,4.1,185829,1
EMP-5838,Marketing,5,3.2,4.1,199991,0
EMP-5839,Finance,1,4.5,4.2,165466,0
EMP-5840,Finance,7,3.8,2.0,139299,0
EMP-5841,Marketing,11,3.8,1.6,114974,0
EMP-5842,Finance,12,1.1,3.9,104682,0
EMP-5843,Marketing,1,1.2,2.5,165977,1
EMP-5844,Marketing,13,1.3,3.9,169677,0
EMP-5845,HR,7,3.4,2.6,147457,1
EMP-5846,Finance,4,2.9,2.4,92450,0
EMP-5847,Marketing,8,2.2,4.0,153787,0
EMP-5848,Finance,8,2.3,4.3,143907,0
EMP-5849,Engineering,14,1.4,2.5,174773,1
EMP-5850,Finance,1,1.5,1.3,113860,0
EMP-5851,HR,7,2.3,3.5,116082,0
EMP-5852,Engineering,13,2.7,2.1,124169,0
EMP-5853,Marketing,14,3.6,3.6,154562,0
EMP-5854,Sales,15,1.7,4.3,148823,0
EMP-5855,HR,13,1.3,3.1,181822,0
EMP-5856,Sales,3,3.8,4.0,165679,0
EMP-5857,Engineering,7,4.3,3.4,194533,0
EMP-5858,HR,14,3.7,4.3,143867,0
EMP-5859,HR,9,4.4,1.8,56348,0
EMP-5860,Finance,3,3.9,1.0,120847,0
EMP-5861,Sales,8,3.1,3.1,132532,0
EMP-5862,Marketing,12,1.7,1.6,80965,0
EMP-5863,Sales,15,2.5,1.8,75658,0
EMP-5864,Marketing,1,4.1,4.6,195939,0
EMP-5865,HR,7,3.1,3.8,59192,0
EMP-5866,HR,5,3.7,1.6,87783,0
EMP-5867,Finance,9,4.0,3.3,180287,0
EMP-5868,Engineering,1,1.6,2.4,67947,0
EMP-5869,Engineering,2,1.5,4.9,193556,1
EMP-5870,Finance,12,1.8,4.1,115316,0
EMP-5871,Sales,1,2.5,3.0,192057,0
EMP-5872,Marketing,12,1.1,1.2,86571,0
EMP-5873,HR,14,2.9,2.6,139979,1
EMP-5874,Engineering,11,1.2,5.0,95636,1
EMP-5875,Sales,9,2.8,3.3,166341,0
EMP-5876,HR,2,1.6,2.4,183152,1
EMP-5877,Finance,5,4.6,3.2,100421,1
EMP-5878,Sales,13,2.1,1.8,193481,1
EMP-5879,Sales,15,1.4,2.8,129124,1
EMP-5880,Finance,13,3.6,4.3,121876,0
EMP-5881,Engineering,8,3.1,2.4,189707,0
EMP-5882,Finance,7,4.2,1.7,116394,1
EMP-5883,Sales,7,2.6,3.7,147573,0
EMP-5884,Finance,6,1.3,2.6,85817,0
EMP-5885,Sales,13,5.0,4.1,191393,1
EMP-5886,HR,12,2.9,4.0,186530,0
EMP-5887,HR,10,3.9,3.5,73649,1
EMP-5888,Marketing,10,1.9,1.8,146100,0
EMP-5889,Finance,11,2.8,1.8,59919,1
EMP-5890,HR,1,1.5,4.8,189488,1
EMP-5891,HR,3,4.3,3.1,170578,1
EMP-5892,Finance,11,4.4,2.1,50917,0
EMP-5893,Marketing,5,1.4,3.2,55074,0
EMP-5894,Marketing,3,1.6,2.5,62482,1
EMP-5895,HR,4,4.9,2.2,194231,0
EMP-5896,Finance,5,3.6,2.5,129482,0
EMP-5897,Sales,4,5.0,3.9,172394,0
EMP-5898,Finance,7,2.3,3.6,171764,1
EMP-5899,Sales,11,2.4,2.6,137497,1
EMP-5900,HR,1,4.0,4.6,125804,0
EMP-5901,Sales,12,1.7,1.5,76776,1
EMP-5902,HR,6,1.2,3.1,109888,1
EMP-5903,Marketing,10,4.5,1.7,171533,0
EMP-5904,Finance,3,2.8,2.0,50930,0
EMP-5905,Marketing,2,3.2,3.8,141675,0
EMP-5906,Sales,6,2.7,2.8,143116,0
EMP-5907,HR,3,2.9,3.1,97652,0
EMP-5908,Sales,14,1.6,2.7,114897,1
EMP-5909,HR,3,3.3,2.4,79748,0
EMP-5910,Marketing,11,3.0,1.5,153033,0
EMP-5911,HR,6,1.5,2.5,98918,1
EMP-5912,Marketing,8,3.5,1.2,66466,1
EMP-5913,Sales,3,1.3,1.3,185973,0
EMP-5914,Engineering,7,1.4,4.8,102646,1
EMP-5915,Sales,15,1.2,4.9,60152,1
EMP-5916,Sales,5,2.2,3.7,113841,1
EMP-5917,HR,7,2.3,1.7,156942,1
EMP-5918,Finance,13,2.6,2.5,169282,0
EMP-5919,Engineering,5,4.1,3.2,103821,0
EMP-5920,Marketing,4,2.5,2.0,128507,0
EMP-5921,Marketing,8,3.2,1.9,190557,0
EMP-5922,Sales,6,2.1,2.3,146845,1
EMP-5923,Marketing,13,3.8,4.3,135714,0
EMP-5924,Finance,4,4.6,4.3,172627,0
EMP-5925,HR,8,3.7,2.8,65776,0
EMP-5926,Marketing,15,2.2,2.4,98514,1
EMP-5927,Sales,7,5.0,3.7,103562,0
EMP-5928,Marketing,14,2.7,2.7,102383,0
EMP-5929,HR,10,4.5,3.3,54873,1
EMP-5930,Finance,13,2.0,1.6,95327,0
EMP-5931,Engineering,3,2.4,2.5,88437,1
EMP-5932,Engineering,6,1.0,2.9,118991,1
EMP-5933,Marketing,1,2.6,3.3,168626,0
EMP-5934,Finance,11,1.8,1.6,85032,0
EMP-5935,Sales,1,2.3,1.3,51222,0
EMP-5936,Sales,5,1.7,2.6,194869,0
EMP-5937,Engineering,7,2.1,3.5,181405,1
EMP-5938,Engineering,4,1.1,2.1,92486,0
EMP-5939,Sales,12,4.1,2.4,54302,1
EMP-5940,Finance,15,2.0,3.4,145252,0
EMP-5941,Engineering,6,3.6,1.1,124421,0
EMP-5942,Sales,13,3.9,4.4,141232,0
EMP-5943,Marketing,15,2.0,1.9,194991,0
EMP-5944,Finance,5,2.3,4.0,83539,0
EMP-5945,Sales,3,3.2,1.6,187109,1
EMP-5946,Marketing,2,1.1,2.3,66617,1
EMP-5947,Finance,11,2.9,4.1,114744,0
EMP-5948,Engineering,3,4.0,3.8,108121,0
EMP-5949,Sales,2,1.8,3.8,54043,0
EMP-5950,Engineering,7,1.0,3.7,103673,1
EMP-5951,Marketing,6,3.2,4.8,195693,0
EMP-5952,HR,6,4.6,1.0,81270,0
EMP-5953,HR,6,4.6,2.4,149298,0
EMP-5954,Marketing,10,4.9,4.9,113255,0
EMP-5955,Engineering,15,3.6,3.7,85993,0
EMP-5956,HR,6,2.9,4.7,153166,0
EMP-5957,Marketing,3,1.8,2.2,160118,0
EMP-5958,Finance,10,4.6,4.0,147438,1
EMP-5959,Engineering,11,2.4,3.0,177053,0
EMP-5960,Marketing,4,3.9,4.4,108217,0
EMP-5961,Finance,14,1.5,4.3,54542,0
EMP-5962,Sales,13,2.8,3.7,106659,0
EMP-5963,HR,11,3.5,3.8,60710,0
EMP-5964,HR,9,1.2,4.1,171708,1
EMP-5965,Marketing,1,4.4,3.6,163968,0
EMP-5966,Sales,3,3.4,2.0,123817,0
EMP-5967,Engineering,4,3.6,4.0,152999,0
EMP-5968,Engineering,8,1.1,3.8,57857,0
EMP-5969,Finance,8,2.3,1.7,73115,1
EMP-5970,HR,2,2.0,1.3,160523,1
EMP-5971,Finance,7,5.0,2.2,119370,0
EMP-5972,HR,3,1.2,4.7,106584,0
EMP-5973,Marketing,1,1.2,3.1,170925,1
EMP-5974,Marketing,5,5.0,1.5,145757,0
EMP-5975,Engineering,5,1.7,1.2,118596,0
EMP-5976,Engineering,15,1.6,3.9,151455,1
EMP-5977,HR,1,3.3,4.6,171858,0
EMP-5978,Engineering,3,1.6,4.7,151273,0
EMP-5979,Finance,7,1.2,2.1,108498,0
EMP-5980,Marketing,4,3.2,2.3,193059,0
EMP-5981,HR,3,2.8,3.4,69430,0
EMP-5982,Engineering,5,1.1,3.3,116537,1
EMP-5983,Finance,2,1.7,3.0,149069,1
EMP-5984,Marketing,14,4.1,3.2,188581,0
EMP-5985,Marketing,13,4.7,3.2,50100,0
EMP-5986,Sales,8,4.1,2.1,181198,0
EMP-5987,Finance,14,1.5,3.2,178076,1
EMP-5988,Sales,9,4.4,2.0,134941,0
EMP-5989,Sales,6,4.4,3.6,155592,0
EMP-5990,HR,10,1.1,2.4,120024,1
EMP-5991,Sales,12,4.4,1.6,119644,0
EMP-5992,HR,15,1.2,3.0,176325,1
EMP-5993,Engineering,3,3.6,4.6,123965,1
EMP-5994,Finance,8,3.0,4.3,81395,0
EMP-5995,Marketing,15,3.7,1.5,154247,0
EMP-5996,HR,3,2.3,3.4,180861,0
EMP-5997,Marketing,5,4.8,1.8,175700,1
EMP-5998,Sales,14,4.1,2.7,72430,0
EMP-5999,HR,12,3.5,3.3,85521,0
EMP-6000,Sales,11,3.8,2.5,67254,0
EMP-6001,Sales,1,1.5,3.6,71526,1
EMP-6002,HR,13,3.8,1.8,121988,0
EMP-6003,Finance,3,1.6,3.6,73229,1
EMP-6004,Marketing,9,3.0,4.7,186315,0
EMP-6005,HR,15,1.2,1.3,64054,1
EMP-6006,Marketing,3,1.1,2.6,58430,1
EMP-6007,Finance,10,4.0,3.2,195271,1
EMP-6008,HR,3,1.1,4.6,159282,0
EMP-6009,Marketing,11,4.7,3.4,60149,0
EMP-6010,Finance,2,3.2,2.4,134146,0
EMP-6011,Marketing,9,5.0,2.7,87645,0
EMP-6012,Sales,11,1.8,3.1,135002,1
EMP-6013,Finance,8,1.8,2.4,197652,1
EMP-6014,Marketing,14,2.7,2.7,160319,0
EMP-6015,Sales,10,2.1,4.5,83781,0
EMP-6016,HR,12,1.1,1.6,111161,1
EMP-6017,HR,3,2.0,3.5,193973,0
EMP-6018,Finance,5,4.9,1.5,52947,1
EMP-6019,HR,10,4.7,3.4,118652,0
EMP-6020,Marketing,12,4.9,2.3,118715,0
EMP-6021,Finance,14,2.2,3.7,173783,0
EMP-6022,Marketing,4,2.4,2.3,156391,0
EMP-6023,Engineering,4,2.4,1.2,95636,0
EMP-6024,HR,9,5.0,3.6,177006,1
EMP-6025,HR,4,1.3,3.1,162802,0
EMP-6026,Engineering,7,2.3,5.0,102470,0
EMP-6027,Marketing,5,1.6,3.6,160948,1
EMP-6028,HR,12,2.4,1.2,148908,0
EMP-6029,HR,14,2.1,3.3,137713,0
EMP-6030,Engineering,12,3.9,4.1,145761,0
EMP-6031,Engineering,4,1.8,3.0,179329,1
EMP-6032,HR,12,2.3,2.2,171174,1
EMP-6033,Marketing,4,3.8,3.3,66657,0
EMP-6034,Sales,3,1.2,4.8,125427,0
EMP-6035,Sales,7,2.2,4.0,172372,1
EMP-6036,Engineering,1,1.4,4.7,120380,1
EMP-6037,HR,10,3.3,3.7,178950,0
EMP-6038,Sales,12,2.5,4.8,76085,1
EMP-6039,HR,1,4.5,4.3,120526,0
EMP-6040,Marketing,3,2.0,4.3,172966,0
EMP-6041,Sales,6,3.6,4.0,112204,0
EMP-6042,Sales,2,1.7,1.2,106761,0
EMP-6043,Sales,5,2.2,3.3,138617,0
EMP-6044,HR,7,3.1,3.2,147290,0
EMP-6045,Sales,14,1.0,3.7,120168,1
EMP-6046,Engineering,9,1.8,1.5,187715,1
EMP-6047,Sales,1,1.0,1.9,103025,1
EMP-6048,HR,14,4.5,1.9,106736,0
EMP-6049,Engineering,1,1.1,1.5,61141,1
EMP-6050,Finance,11,2.4,1.5,120091,0
EMP-6051,Engineering,11,1.7,4.1,94349,1
EMP-6052,Finance,7,3.0,4.0,188912,0
EMP-6053,HR,11,4.6,3.6,163250,0
EMP-6054,Sales,11,5.0,1.8,184365,0
EMP-6055,HR,9,2.4,1.2,167277,0
EMP-6056,Marketing,2,1.1,4.3,144200,1
EMP-6057,Sales,6,2.5,4.9,168237,0
EMP-6058,HR,1,4.9,3.7,73685,0
EMP-6059,Marketing,10,4.5,2.6,77759,0
EMP-6060,Sales,15,2.4,1.6,131814,0
EMP-6061,HR,11,3.1,1.3,87903,0
EMP-6062,HR,1,4.3,2.6,93628,0
EMP-6063,Engineering,15,2.6,2.5,80873,0
EMP-6064,Finance,3,2.0,3.7,198910,0
EMP-6065,Marketing,14,4.5,2.6,140029,0
EMP-6066,Sales,10,2.9,4.3,140010,0
EMP-6067,Finance,11,3.0,2.7,176314,0
EMP-6068,Finance,12,2.3,2.2,70202,1
EMP-6069,Engineering,12,4.0,4.1,123934,0
EMP-6070,Sales,14,1.8,4.5,133858,0
EMP-6071,Engineering,2,1.4,3.1,59120,0
EMP-6072,HR,15,1.7,4.9,183949,1
EMP-6073,HR,13,2.8,3.4,65053,1
EMP-6074,Sales,8,3.0,3.4,157426,1
EMP-6075,Sales,11,1.1,3.3,74999,1
EMP-6076,Marketing,8,3.7,4.0,65310,0
EMP-6077,Sales,1,3.8,3.0,114116,0
EMP-6078,Finance,8,3.9,3.2,160890,0
EMP-6079,Marketing,12,3.9,1.4,107912,0
EMP-6080,Marketing,1,1.5,3.0,191814,1
EMP-6081,HR,9,4.0,4.6,79070,0
