date,ticket_id,category,resolution_time_hrs,customer_satisfaction,agent_id
2025-03-19,TCK-19714,Refunds,33.9,5,AGT-34
2025-03-19,TCK-19715,Billing,19.0,3,AGT-36
2025-03-19,TCK-19716,Account,10.2,3,AGT-33
2025-03-19,TCK-19717,Refunds,17.1,2,AGT-24
2025-03-19,TCK-19718,Billing,45.1,3,AGT-30
2025-03-20,TCK-19719,Billing,69.7,2,AGT-38
2025-03-20,TCK-19720,Account,53.0,5,AGT-19
2025-03-20,TCK-19721,Account,57.5,4,AGT-45
2025-03-20,TCK-19722,Billing,19.3,2,AGT-28
2025-03-20,TCK-19723,Billing,14.2,1,AGT-46
2025-03-20,TCK-19724,Account,29.0,3,AGT-10
2025-03-20,TCK-19725,Billing,1.1,4,AGT-39
2025-03-20,TCK-19726,Account,17.8,3,AGT-47
2025-03-20,TCK-19727,Billing,29.8,2,AGT-34
2025-03-20,TCK-19728,Technical,9.6,2,AGT-46
2025-03-20,TCK-19729,Refunds,36.5,1,AGT-48
2025-03-21,TCK-19730,Refunds,53.8,2,AGT-48
2025-03-21,TCK-19731,Technical,61.4,1,AGT-25
2025-03-21,TCK-19732,Technical,22.4,5,AGT-27
2025-03-21,TCK-19733,Technical,34.7,3,AGT-18
2025-03-21,TCK-19734,Billing,70.9,5,AGT-24
2025-03-21,TCK-19735,Refunds,66.0,4,AGT-44
2025-03-21,TCK-19736,Account,51.1,2,AGT-19
2025-03-21,TCK-19737,Account,51.4,5,AGT-12
2025-03-21,TCK-19738,Refunds,52.9,5,AGT-38
2025-03-21,TCK-19739,Billing,65.5,2,AGT-37
2025-03-22,TCK-19740,Refunds,28.8,3,AGT-26
2025-03-22,TCK-19741,Technical,69.5,3,AGT-18
2025-03-22,TCK-19742,Refunds,69.7,4,AGT-16
2025-03-22,TCK-19743,Account,63.4,1,AGT-29
2025-03-22,TCK-19744,Billing,5.5,5,AGT-19
2025-03-22,TCK-19745,Account,59.9,5,AGT-29
2025-03-22,TCK-19746,Account,62.2,3,AGT-15
2025-03-22,TCK-19747,Billing,38.0,5,AGT-17
2025-03-22,TCK-19748,Refunds,33.6,4,AGT-35
2025-03-22,TCK-19749,Account,25.4,3,AGT-35
2025-03-22,TCK-19750,Technical,46.4,4,AGT-45
2025-03-22,TCK-19751,Refunds,61.8,2,AGT-40
2025-03-23,TCK-19752,Account,53.5,1,AGT-49
2025-03-23,TCK-19753,Refunds,71.8,1,AGT-43
2025-03-23,TCK-19754,Account,69.9,1,AGT-27
2025-03-23,TCK-19755,Billing,56.7,2,AGT-26
2025-03-23,TCK-19756,Technical,57.3,4,AGT-23
2025-03-23,TCK-19757,Technical,64.9,2,AGT-44
2025-03-23,TCK-19758,Refunds,0.9,3,AGT-37
2025-03-23,TCK-19759,Billing,18.8,1,AGT-39
2025-03-23,TCK-19760,Refunds,23.3,2,AGT-28
2025-03-23,TCK-19761,Account,63.5,3,AGT-32
2025-03-23,TCK-19762,Technical,20.0,1,AGT-18
2025-03-23,TCK-19763,Technical,44.0,4,AGT-39
2025-03-23,TCK-19764,Refunds,57.1,3,AGT-40
2025-03-24,TCK-19765,Billing,26.4,2,AGT-15
2025-03-24,TCK-19766,Technical,48.7,5,AGT-26
2025-03-24,TCK-19767,Refunds,44.5,4,AGT-41
2025-03-24,TCK-19768,Refunds,1.5,3,AGT-47
2025-03-24,TCK-19769,Technical,33.3,3,AGT-46
2025-03-24,TCK-19770,Account,43.8,1,AGT-13
2025-03-24,TCK-19771,Account,71.1,1,AGT-27
2025-03-24,TCK-19772,Account,69.3,2,AGT-34
2025-03-24,TCK-19773,Technical,44.2,3,AGT-22
2025-03-24,TCK-19774,Billing,9.0,3,AGT-35
2025-03-24,TCK-19775,Billing,68.8,5,AGT-13
2025-03-25,TCK-19776,Account,32.4,5,AGT-27
2025-03-25,TCK-19777,Refunds,68.3,1,AGT-29
2025-03-25,TCK-19778,Refunds,33.9,3,AGT-32
2025-03-25,TCK-19779,Billing,11.0,3,AGT-13
2025-03-25,TCK-19780,Account,35.6,5,AGT-39
2025-03-25,TCK-19781,Account,60.9,2,AGT-48
2025-03-25,TCK-19782,Billing,54.4,2,AGT-41
2025-03-25,TCK-19783,Refunds,63.8,1,AGT-47
2025-03-25,TCK-19784,Technical,60.9,2,AGT-31
2025-03-25,TCK-19785,Refunds,57.7,4,AGT-26
2025-03-25,TCK-19786,Account,42.5,3,AGT-31
2025-03-26,TCK-19787,Billing,53.9,2,AGT-22
2025-03-26,TCK-19788,Technical,48.2,1,AGT-36
2025-03-26,TCK-19789,Billing,19.3,2,AGT-17
2025-03-26,TCK-19790,Refunds,16.4,3,AGT-35
2025-03-26,TCK-19791,Technical,12.2,2,AGT-36
2025-03-26,TCK-19792,Account,68.4,5,AGT-10
2025-03-26,TCK-19793,Account,9.7,2,AGT-14
2025-03-26,TCK-19794,Refunds,17.5,1,AGT-40
2025-03-26,TCK-19795,Refunds,8.9,1,AGT-47
2025-03-26,TCK-19796,Account,66.7,4,AGT-33
2025-03-26,TCK-19797,Refunds,0.6,5,AGT-46
2025-03-27,TCK-19798,Technical,14.9,4,AGT-21
2025-03-27,TCK-19799,Billing,4.3,5,AGT-41
2025-03-27,TCK-19800,Technical,7.0,5,AGT-19
2025-03-27,TCK-19801,Account,45.8,4,AGT-39
2025-03-27,TCK-19802,Technical,69.3,4,AGT-10
2025-03-27,TCK-19803,Billing,18.1,1,AGT-20
2025-03-27,TCK-19804,Billing,24.1,4,AGT-20
2025-03-27,TCK-19805,Billing,53.9,1,AGT-12
2025-03-27,TCK-19806,Refunds,71.9,2,AGT-23
2025-03-27,TCK-19807,Account,54.8,4,AGT-10
2025-03-27,TCK-19808,Billing,41.5,4,AGT-14
2025-03-28,TCK-19809,Technical,60.0,4,AGT-49
2025-03-28,TCK-19810,Technical,20.5,5,AGT-36
2025-03-28,TCK-19811,Refunds,10.7,5,AGT-47
2025-03-28,TCK-19812,Account,2.5,3,AGT-31
2025-03-28,TCK-19813,Technical,3.4,1,AGT-49
2025-03-28,TCK-19814,Refunds,3.3,3,AGT-47
2025-03-28,TCK-19815,Refunds,67.2,2,AGT-37
2025-03-28,TCK-19816,Billing,22.9,3,AGT-10
2025-03-28,TCK-19817,Billing,15.3,5,AGT-15
2025-03-28,TCK-19818,Technical,50.0,3,AGT-44
2025-03-29,TCK-19819,Technical,4.8,3,AGT-50
2025-03-29,TCK-19820,Technical,52.2,3,AGT-39
2025-03-29,TCK-19821,Technical,17.5,2,AGT-12
2025-03-29,TCK-19822,Technical,67.4,2,AGT-20
2025-03-29,TCK-19823,Account,58.2,1,AGT-50
2025-03-29,TCK-19824,Billing,12.9,2,AGT-16
2025-03-29,TCK-19825,Account,46.0,4,AGT-13
2025-03-29,TCK-19826,Account,54.4,1,AGT-44
2025-03-29,TCK-19827,Technical,60.7,5,AGT-20
2025-03-29,TCK-19828,Billing,64.4,5,AGT-22
2025-03-29,TCK-19829,Refunds,64.5,3,AGT-42
2025-03-30,TCK-19830,Technical,25.6,5,AGT-37
2025-03-30,TCK-19831,Account,14.9,5,AGT-16
2025-03-30,TCK-19832,Billing,53.1,3,AGT-44
2025-03-30,TCK-19833,Technical,63.2,4,AGT-48
2025-03-30,TCK-19834,Account,59.8,3,AGT-49
2025-03-30,TCK-19835,Technical,41.4,4,AGT-14
2025-03-30,TCK-19836,Refunds,52.9,4,AGT-34
2025-03-30,TCK-19837,Account,58.7,4,AGT-14
2025-03-30,TCK-19838,Account,23.0,2,AGT-43
2025-03-31,TCK-19839,Technical,43.2,4,AGT-31
2025-03-31,TCK-19840,Technical,62.4,3,AGT-20
2025-03-31,TCK-19841,Technical,64.8,3,AGT-30
2025-03-31,TCK-19842,Account,3.2,3,AGT-33
2025-03-31,TCK-19843,Technical,0.7,4,AGT-30
2025-03-31,TCK-19844,Billing,70.1,2,AGT-36
2025-03-31,TCK-19845,Account,62.7,5,AGT-28
2025-03-31,TCK-19846,Billing,65.3,1,AGT-31
2025-03-31,TCK-19847,Refunds,17.2,2,AGT-38
2025-03-31,TCK-19848,Technical,39.8,2,AGT-34
2025-03-31,TCK-19849,Technical,56.3,1,AGT-26
2025-03-31,TCK-19850,Technical,39.0,5,AGT-50
2025-03-31,TCK-19851,Technical,58.8,3,AGT-36
2025-04-01,TCK-19852,Account,43.5,1,AGT-37
2025-04-01,TCK-19853,Refunds,15.2,4,AGT-27
2025-04-01,TCK-19854,Refunds,55.7,3,AGT-11
2025-04-01,TCK-19855,Technical,30.1,4,AGT-28
2025-04-01,TCK-19856,Billing,42.3,4,AGT-10
2025-04-01,TCK-19857,Technical,49.3,3,AGT-21
2025-04-01,TCK-19858,Refunds,43.7,5,AGT-40
2025-04-01,TCK-19859,Billing,39.1,2,AGT-40
2025-04-01,TCK-19860,Billing,18.3,3,AGT-37
2025-04-01,TCK-19861,Billing,30.2,5,AGT-48
2025-04-02,TCK-19862,Technical,28.4,3,AGT-37
2025-04-02,TCK-19863,Billing,1.6,1,AGT-11
2025-04-02,TCK-19864,Billing,18.8,5,AGT-43
2025-04-02,TCK-19865,Refunds,62.4,4,AGT-17
2025-04-02,TCK-19866,Refunds,1.4,3,AGT-36
2025-04-02,TCK-19867,Billing,6.7,5,AGT-30
2025-04-02,TCK-19868,Refunds,64.1,4,AGT-34
2025-04-02,TCK-19869,Technical,68.7,4,AGT-21
2025-04-02,TCK-19870,Account,4.6,5,AGT-31
2025-04-02,TCK-19871,Technical,14.9,2,AGT-28
2025-04-02,TCK-19872,Account,45.1,1,AGT-36
2025-04-02,TCK-19873,Refunds,50.5,4,AGT-26
2025-04-02,TCK-19874,Billing,21.9,2,AGT-49
2025-04-03,TCK-19875,Billing,60.8,2,AGT-27
2025-04-03,TCK-19876,Technical,70.7,4,AGT-14
2025-04-03,TCK-19877,Refunds,41.7,1,AGT-32
2025-04-03,TCK-19878,Account,22.8,2,AGT-19
2025-04-03,TCK-19879,Technical,44.1,4,AGT-42
2025-04-03,TCK-19880,Billing,33.2,1,AGT-41
2025-04-03,TCK-19881,Technical,21.8,1,AGT-46
2025-04-03,TCK-19882,Refunds,50.6,1,AGT-32
2025-04-03,TCK-19883,Account,71.8,2,AGT-14
2025-04-03,TCK-19884,Technical,63.3,1,AGT-27
2025-04-03,TCK-19885,Billing,8.2,2,AGT-35
2025-04-03,TCK-19886,Technical,68.1,4,AGT-33
2025-04-03,TCK-19887,Account,4.3,2,AGT-29
2025-04-03,TCK-19888,Account,28.9,1,AGT-34
2025-04-03,TCK-19889,Refunds,10.5,3,AGT-16
2025-04-04,TCK-19890,Billing,37.4,2,AGT-28
2025-04-04,TCK-19891,Account,5.1,1,AGT-14
2025-04-04,TCK-19892,Refunds,57.7,4,AGT-42
2025-04-04,TCK-19893,Account,47.3,3,AGT-22
2025-04-04,TCK-19894,Refunds,10.1,4,AGT-36
2025-04-04,TCK-19895,Billing,18.0,2,AGT-30
2025-04-04,TCK-19896,Technical,40.3,3,AGT-17
2025-04-04,TCK-19897,Refunds,32.4,4,AGT-11
2025-04-04,TCK-19898,Account,41.6,1,AGT-32
2025-04-04,TCK-19899,Technical,61.1,3,AGT-30
2025-04-04,TCK-19900,Billing,6.4,4,AGT-37
2025-04-05,TCK-19901,Refunds,4.7,4,AGT-37
2025-04-05,TCK-19902,Account,51.4,2,AGT-22
2025-04-05,TCK-19903,Billing,55.7,4,AGT-48
2025-04-05,TCK-19904,Refunds,17.7,2,AGT-36
2025-04-05,TCK-19905,Account,27.7,5,AGT-15
2025-04-05,TCK-19906,Technical,50.5,4,AGT-27
2025-04-05,TCK-19907,Billing,44.8,3,AGT-37
2025-04-05,TCK-19908,Billing,12.6,2,AGT-18
2025-04-05,TCK-19909,Refunds,63.1,4,AGT-16
2025-04-05,TCK-19910,Account,16.2,5,AGT-45
2025-04-05,TCK-19911,Refunds,46.1,1,AGT-17
2025-04-05,TCK-19912,Refunds,66.6,3,AGT-21
2025-04-06,TCK-19913,Technical,3.5,4,AGT-43
2025-04-06,TCK-19914,Billing,61.5,4,AGT-27
2025-04-06,TCK-19915,Refunds,32.7,4,AGT-46
2025-04-06,TCK-19916,Technical,2.1,2,AGT-43
2025-04-06,TCK-19917,Refunds,49.7,5,AGT-14
2025-04-06,TCK-19918,Refunds,39.9,3,AGT-39
2025-04-06,TCK-19919,Account,2.9,1,AGT-17
2025-04-06,TCK-19920,Account,4.5,2,AGT-33
2025-04-06,TCK-19921,Technical,43.7,5,AGT-42
2025-04-06,TCK-19922,Technical,19.9,1,AGT-26
2025-04-07,TCK-19923,Technical,39.7,2,AGT-42
2025-04-07,TCK-19924,Billing,66.8,3,AGT-45
2025-04-07,TCK-19925,Billing,24.6,3,AGT-38
2025-04-07,TCK-19926,Account,57.3,3,AGT-43
2025-04-07,TCK-19927,Account,10.7,4,AGT-49
2025-04-07,TCK-19928,Refunds,61.9,1,AGT-16
2025-04-07,TCK-19929,Technical,47.3,3,AGT-24
2025-04-07,TCK-19930,Technical,52.6,1,AGT-22
2025-04-07,TCK-19931,Billing,49.5,2,AGT-37
2025-04-07,TCK-19932,Billing,23.9,3,AGT-25
2025-04-07,TCK-19933,Billing,21.8,2,AGT-34
2025-04-08,TCK-19934,Billing,13.5,5,AGT-37
2025-04-08,TCK-19935,Refunds,63.2,3,AGT-18
2025-04-08,TCK-19936,Billing,52.1,1,AGT-20
2025-04-08,TCK-19937,Refunds,65.3,4,AGT-49
2025-04-08,TCK-19938,Refunds,61.5,4,AGT-43
2025-04-08,TCK-19939,Billing,11.8,4,AGT-49
2025-04-08,TCK-19940,Refunds,0.9,1,AGT-43
2025-04-08,TCK-19941,Account,69.8,2,AGT-40
2025-04-08,TCK-19942,Technical,47.4,1,AGT-37
2025-04-08,TCK-19943,Refunds,53.3,4,AGT-21
2025-04-08,TCK-19944,Account,20.7,2,AGT-40
2025-04-09,TCK-19945,Technical,9.5,5,AGT-39
2025-04-09,TCK-19946,Refunds,45.5,4,AGT-49
2025-04-09,TCK-19947,Refunds,36.7,5,AGT-41
2025-04-09,TCK-19948,Technical,21.8,2,AGT-20
2025-04-09,TCK-19949,Billing,67.7,1,AGT-50
2025-04-09,TCK-19950,Billing,1.1,1,AGT-30
2025-04-09,TCK-19951,Technical,43.0,4,AGT-47
2025-04-09,TCK-19952,Refunds,49.0,2,AGT-46
2025-04-09,TCK-19953,Refunds,21.8,3,AGT-15
2025-04-09,TCK-19954,Technical,48.0,5,AGT-33
2025-04-09,TCK-19955,Refunds,26.3,4,AGT-11
2025-04-09,TCK-19956,Billing,16.6,2,AGT-16
2025-04-09,TCK-19957,Technical,69.1,2,AGT-42
2025-04-09,TCK-19958,Billing,23.3,4,AGT-39
2025-04-10,TCK-19959,Technical,42.6,3,AGT-48
2025-04-10,TCK-19960,Account,22.6,4,AGT-16
2025-04-10,TCK-19961,Technical,5.3,5,AGT-49
2025-04-10,TCK-19962,Account,29.4,2,AGT-42
2025-04-10,TCK-19963,Billing,1.6,4,AGT-11
2025-04-10,TCK-19964,Refunds,38.9,5,AGT-48
2025-04-10,TCK-19965,Refunds,32.1,4,AGT-24
2025-04-10,TCK-19966,Billing,55.6,5,AGT-17
2025-04-10,TCK-19967,Account,28.5,4,AGT-48
2025-04-10,TCK-19968,Billing,57.0,3,AGT-37
2025-04-10,TCK-19969,Account,37.4,3,AGT-15
2025-04-10,TCK-19970,Account,25.1,2,AGT-38
2025-04-11,TCK-19971,Refunds,27.9,2,AGT-14
2025-04-11,TCK-19972,Account,0.8,5,AGT-37
2025-04-11,TCK-19973,Account,69.0,4,AGT-28
2025-04-11,TCK-19974,Refunds,8.7,3,AGT-47
2025-04-11,TCK-19975,Refunds,11.7,3,AGT-11
2025-04-11,TCK-19976,Refunds,58.8,3,AGT-50
2025-04-11,TCK-19977,Account,56.7,5,AGT-42
2025-04-11,TCK-19978,Refunds,24.4,4,AGT-49
2025-04-11,TCK-19979,Account,49.9,4,AGT-44
2025-04-11,TCK-19980,Account,20.8,4,AGT-30
2025-04-11,TCK-19981,Refunds,4.2,3,AGT-48
2025-04-12,TCK-19982,Refunds,2.7,1,AGT-45
2025-04-12,TCK-19983,Technical,59.5,5,AGT-45
2025-04-12,TCK-19984,Refunds,3.1,1,AGT-38
2025-04-12,TCK-19985,Technical,53.0,4,AGT-46
2025-04-12,TCK-19986,Technical,59.4,2,AGT-35
2025-04-12,TCK-19987,Account,71.6,1,AGT-17
2025-04-12,TCK-19988,Billing,27.2,2,AGT-48
2025-04-12,TCK-19989,Refunds,46.0,4,AGT-12
2025-04-12,TCK-19990,Technical,23.9,2,AGT-41
2025-04-12,TCK-19991,Refunds,66.9,2,AGT-15
2025-04-12,TCK-19992,Billing,50.9,3,AGT-21
2025-04-12,TCK-19993,Technical,4.5,4,AGT-25
2025-04-13,TCK-19994,Account,66.0,2,AGT-23
2025-04-13,TCK-19995,Technical,21.6,5,AGT-14
2025-04-13,TCK-19996,Billing,27.0,4,AGT-32
2025-04-13,TCK-19997,Account,4.3,2,AGT-26
2025-04-13,TCK-19998,Billing,33.2,2,AGT-11
2025-04-13,TCK-19999,Refunds,41.3,4,AGT-46
2025-04-13,TCK-20000,Refunds,62.4,4,AGT-22
2025-04-13,TCK-20001,Billing,67.9,2,AGT-36
2025-04-13,TCK-20002,Technical,56.2,4,AGT-20
2025-04-13,TCK-20003,Billing,2.7,3,AGT-50
2025-04-13,TCK-20004,Technical,49.6,5,AGT-14
2025-04-14,TCK-20005,Billing,56.4,4,AGT-42
2025-04-14,TCK-20006,Refunds,39.7,5,AGT-22
2025-04-14,TCK-20007,Technical,61.2,2,AGT-35
2025-04-14,TCK-20008,Technical,68.7,4,AGT-17
2025-04-14,TCK-20009,Account,12.1,2,AGT-43
2025-04-14,TCK-20010,Technical,48.9,1,AGT-44
2025-04-14,TCK-20011,Technical,55.1,5,AGT-35
2025-04-14,TCK-20012,Billing,51.5,5,AGT-16
2025-04-14,TCK-20013,Billing,44.7,4,AGT-19
2025-04-14,TCK-20014,Refunds,71.2,5,AGT-37
2025-04-15,TCK-20015,Account,1.3,4,AGT-40
2025-04-15,TCK-20016,Account,48.5,1,AGT-36
2025-04-15,TCK-20017,Billing,60.5,1,AGT-36
2025-04-15,TCK-20018,Billing,31.1,1,AGT-20
2025-04-15,TCK-20019,Technical,34.9,4,AGT-34
2025-04-15,TCK-20020,Billing,45.9,4,AGT-32
2025-04-15,TCK-20021,Technical,31.2,3,AGT-44
2025-04-15,TCK-20022,Billing,47.6,4,AGT-17
2025-04-15,TCK-20023,Billing,26.7,5,AGT-25
2025-04-15,TCK-20024,Technical,10.9,1,AGT-16
2025-04-15,TCK-20025,Refunds,4.3,3,AGT-40
2025-04-16,TCK-20026,Billing,33.1,5,AGT-46
2025-04-16,TCK-20027,Account,46.7,1,AGT-34
2025-04-16,TCK-20028,Billing,50.7,5,AGT-38
2025-04-16,TCK-20029,Refunds,36.9,2,AGT-15
2025-04-16,TCK-20030,Technical,19.5,5,AGT-44
2025-04-16,TCK-20031,Billing,10.7,4,AGT-50
2025-04-16,TCK-20032,Refunds,57.1,5,AGT-24
2025-04-16,TCK-20033,Account,32.0,3,AGT-34
2025-04-16,TCK-20034,Technical,43.5,1,AGT-11
2025-04-16,TCK-20035,Refunds,71.6,3,AGT-44
2025-04-16,TCK-20036,Billing,13.2,3,AGT-33
2025-04-16,TCK-20037,Account,38.5,3,AGT-41
2025-04-16,TCK-20038,Account,7.3,5,AGT-45
2025-04-17,TCK-20039,Billing,28.1,5,AGT-48
2025-04-17,TCK-20040,Technical,23.3,2,AGT-21
2025-04-17,TCK-20041,Refunds,3.0,5,AGT-25
2025-04-17,TCK-20042,Account,67.4,3,AGT-40
2025-04-17,TCK-20043,Billing,42.1,2,AGT-32
2025-04-17,TCK-20044,Billing,18.2,3,AGT-26
2025-04-17,TCK-20045,Technical,68.4,3,AGT-32
2025-04-17,TCK-20046,Billing,41.6,3,AGT-28
2025-04-17,TCK-20047,Refunds,26.2,2,AGT-33
2025-04-17,TCK-20048,Refunds,56.9,5,AGT-29
2025-04-17,TCK-20049,Billing,24.6,3,AGT-43
2025-04-18,TCK-20050,Billing,61.5,2,AGT-43
2025-04-18,TCK-20051,Refunds,70.6,5,AGT-13
2025-04-18,TCK-20052,Refunds,5.7,3,AGT-29
2025-04-18,TCK-20053,Technical,11.2,5,AGT-29
2025-04-18,TCK-20054,Account,32.9,1,AGT-27
2025-04-18,TCK-20055,Refunds,44.0,3,AGT-10
2025-04-18,TCK-20056,Refunds,59.0,4,AGT-24
2025-04-18,TCK-20057,Technical,15.5,4,AGT-25
2025-04-18,TCK-20058,Technical,29.3,2,AGT-22
2025-04-18,TCK-20059,Technical,62.0,2,AGT-45
2025-04-18,TCK-20060,Refunds,0.7,3,AGT-38
2025-04-19,TCK-20061,Billing,33.6,2,AGT-39
2025-04-19,TCK-20062,Refunds,44.9,3,AGT-12
2025-04-19,TCK-20063,Refunds,26.0,4,AGT-39
2025-04-19,TCK-20064,Account,5.6,3,AGT-10
2025-04-19,TCK-20065,Technical,66.4,3,AGT-23
2025-04-19,TCK-20066,Refunds,57.3,4,AGT-29
2025-04-19,TCK-20067,Technical,54.7,2,AGT-20
2025-04-19,TCK-20068,Billing,69.2,4,AGT-49
2025-04-19,TCK-20069,Billing,30.5,2,AGT-42
2025-04-19,TCK-20070,Technical,40.5,3,AGT-16
2025-04-19,TCK-20071,Technical,44.7,3,AGT-33
2025-04-20,TCK-20072,Technical,15.4,2,AGT-40
2025-04-20,TCK-20073,Billing,28.2,4,AGT-23
2025-04-20,TCK-20074,Account,40.3,5,AGT-20
2025-04-20,TCK-20075,Refunds,60.2,3,AGT-41
2025-04-20,TCK-20076,Account,31.3,5,AGT-28
2025-04-20,TCK-20077,Technical,13.2,1,AGT-24
2025-04-20,TCK-20078,Account,30.7,3,AGT-25
2025-04-20,TCK-20079,Technical,53.1,1,AGT-49
2025-04-20,TCK-20080,Account,9.7,4,AGT-16
2025-04-20,TCK-20081,Billing,9.4,4,AGT-47
2025-04-20,TCK-20082,Refunds,51.2,5,AGT-36
2025-04-21,TCK-20083,Refunds,12.8,2,AGT-22
2025-04-21,TCK-20084,Refunds,50.0,1,AGT-15
2025-04-21,TCK-20085,Billing,65.2,4,AGT-23
2025-04-21,TCK-20086,Account,30.5,5,AGT-40
2025-04-21,TCK-20087,Account,38.0,4,AGT-33
2025-04-21,TCK-20088,Account,26.1,3,AGT-21
2025-04-21,TCK-20089,Technical,18.8,2,AGT-13
2025-04-21,TCK-20090,Billing,58.2,3,AGT-27
2025-04-21,TCK-20091,Technical,64.4,4,AGT-41
2025-04-21,TCK-20092,Billing,16.3,3,AGT-44
2025-04-21,TCK-20093,Account,6.2,3,AGT-21
2025-04-21,TCK-20094,Account,48.6,2,AGT-46
2025-04-21,TCK-20095,Account,40.7,1,AGT-31
2025-04-21,TCK-20096,Technical,11.9,4,AGT-40
2025-04-22,TCK-20097,Account,26.4,3,AGT-31
2025-04-22,TCK-20098,Refunds,44.3,2,AGT-43
2025-04-22,TCK-20099,Account,18.0,3,AGT-19
2025-04-22,TCK-20100,Account,16.6,3,AGT-28
2025-04-22,TCK-20101,Billing,43.8,1,AGT-34
2025-04-22,TCK-20102,Technical,48.9,5,AGT-16
2025-04-22,TCK-20103,Technical,58.9,2,AGT-45
2025-04-22,TCK-20104,Billing,65.0,4,AGT-44
2025-04-22,TCK-20105,Refunds,43.5,5,AGT-49
2025-04-22,TCK-20106,Technical,64.2,4,AGT-45
2025-04-22,TCK-20107,Refunds,61.3,5,AGT-40
2025-04-22,TCK-20108,Billing,36.8,4,AGT-49
2025-04-23,TCK-20109,Technical,42.0,3,AGT-28
2025-04-23,TCK-20110,Refunds,51.0,4,AGT-30
2025-04-23,TCK-20111,Refunds,46.1,2,AGT-14
2025-04-23,TCK-20112,Account,53.3,1,AGT-13
2025-04-23,TCK-20113,Technical,15.8,4,AGT-20
2025-04-23,TCK-20114,Technical,24.0,1,AGT-37
2025-04-23,TCK-20115,Billing,71.3,3,AGT-46
2025-04-23,TCK-20116,Account,52.9,1,AGT-46
2025-04-23,TCK-20117,Technical,19.2,2,AGT-44
2025-04-23,TCK-20118,Refunds,11.0,5,AGT-48
2025-04-23,TCK-20119,Technical,37.6,1,AGT-49
2025-04-23,TCK-20120,Account,53.2,1,AGT-43
2025-04-23,TCK-20121,Billing,19.9,1,AGT-21
2025-04-24,TCK-20122,Technical,54.7,3,AGT-50
2025-04-24,TCK-20123,Account,70.3,1,AGT-14
2025-04-24,TCK-20124,Refunds,41.6,3,AGT-45
2025-04-24,TCK-20125,Refunds,46.9,1,AGT-28
2025-04-24,TCK-20126,Billing,53.0,3,AGT-42
2025-04-24,TCK-20127,Billing,39.8,3,AGT-47
2025-04-24,TCK-20128,Technical,8.5,3,AGT-43
2025-04-24,TCK-20129,Refunds,58.7,5,AGT-19
2025-04-24,TCK-20130,Billing,38.2,1,AGT-11
2025-04-24,TCK-20131,Billing,49.0,5,AGT-50
2025-04-24,TCK-20132,Technical,37.4,4,AGT-22
2025-04-24,TCK-20133,Billing,12.8,2,AGT-38
2025-04-24,TCK-20134,Billing,30.2,2,AGT-21
2025-04-25,TCK-20135,Billing,49.6,3,AGT-26
2025-04-25,TCK-20136,Account,39.6,5,AGT-49
2025-04-25,TCK-20137,Billing,43.5,3,AGT-18
2025-04-25,TCK-20138,Billing,35.7,2,AGT-39
2025-04-25,TCK-20139,Refunds,34.2,4,AGT-33
2025-04-25,TCK-20140,Account,34.1,1,AGT-11
2025-04-25,TCK-20141,Refunds,44.4,2,AGT-42
2025-04-25,TCK-20142,Technical,37.3,2,AGT-46
2025-04-25,TCK-20143,Billing,38.8,5,AGT-44
2025-04-25,TCK-20144,Billing,64.6,3,AGT-16
2025-04-25,TCK-20145,Refunds,8.1,3,AGT-11
2025-04-25,TCK-20146,Technical,2.2,4,AGT-25
2025-04-25,TCK-20147,Refunds,47.9,1,AGT-25
2025-04-25,TCK-20148,Billing,5.7,4,AGT-12
2025-04-26,TCK-20149,Refunds,64.8,2,AGT-43
2025-04-26,TCK-20150,Technical,53.7,2,AGT-24
2025-04-26,TCK-20151,Account,14.7,1,AGT-20
2025-04-26,TCK-20152,Technical,47.3,3,AGT-33
2025-04-26,TCK-20153,Account,56.6,1,AGT-25
2025-04-26,TCK-20154,Account,7.0,1,AGT-17
2025-04-26,TCK-20155,Refunds,21.2,4,AGT-14
2025-04-26,TCK-20156,Billing,28.5,5,AGT-18
2025-04-26,TCK-20157,Account,60.1,3,AGT-22
2025-04-26,TCK-20158,Account,54.6,4,AGT-44
2025-04-26,TCK-20159,Account,65.2,3,AGT-28
2025-04-27,TCK-20160,Technical,67.9,3,AGT-43
2025-04-27,TCK-20161,Account,59.1,4,AGT-43
2025-04-27,TCK-20162,Account,28.7,4,AGT-39
2025-04-27,TCK-20163,Refunds,37.4,4,AGT-36
2025-04-27,TCK-20164,Refunds,5.7,4,AGT-48
2025-04-27,TCK-20165,Account,44.4,5,AGT-39
2025-04-27,TCK-20166,Account,6.0,1,AGT-38
2025-04-27,TCK-20167,Account,16.2,2,AGT-31
2025-04-27,TCK-20168,Account,66.2,4,AGT-46
2025-04-27,TCK-20169,Technical,55.2,1,AGT-48
2025-04-27,TCK-20170,Account,23.2,3,AGT-17
2025-04-28,TCK-20171,Refunds,67.7,3,AGT-49
2025-04-28,TCK-20172,Account,52.2,5,AGT-50
2025-04-28,TCK-20173,Account,8.6,4,AGT-33
2025-04-28,TCK-20174,Billing,34.6,3,AGT-38
2025-04-28,TCK-20175,Billing,69.9,2,AGT-42
2025-04-28,TCK-20176,Refunds,24.3,1,AGT-20
2025-04-28,TCK-20177,Refunds,2.1,1,AGT-30
2025-04-28,TCK-20178,Refunds,64.2,5,AGT-19
