date,shipment_id,origin,destination,weight_kg,cost_usd,transit_time_days,is_delayed
2027-05-02,SHP-113349,LA,NY,883.94,2022.49,12,1
2027-05-03,SHP-113350,Seattle,Houston,347.95,545.7,1,0
2027-05-03,SHP-113351,NY,Houston,4654.1,6845.85,6,0
2027-05-03,SHP-113352,Chicago,Seattle,4617.71,8665.4,13,0
2027-05-03,SHP-113353,Seattle,NY,3878.1,4604.96,1,0
2027-05-03,SHP-113354,Houston,NY,2009.86,1272.0,3,0
2027-05-03,SHP-113355,Chicago,Miami,2097.26,3322.55,13,0
2027-05-03,SHP-113356,LA,Miami,1433.46,1978.57,10,0
2027-05-03,SHP-113357,Seattle,LA,3982.94,5044.6,3,0
2027-05-03,SHP-113358,Chicago,Houston,3702.62,6471.45,12,0
2027-05-03,SHP-113359,NY,Miami,4621.71,8588.11,3,0
2027-05-03,SHP-113360,Chicago,Miami,2833.46,2078.05,7,0
2027-05-04,SHP-113361,LA,Chicago,1840.86,2311.71,8,0
2027-05-04,SHP-113362,NY,Seattle,2885.04,2671.35,4,0
2027-05-04,SHP-113363,Houston,Miami,3365.78,5953.57,1,0
2027-05-04,SHP-113364,LA,Houston,480.08,975.21,8,0
2027-05-04,SHP-113365,LA,Houston,4661.84,10000.43,13,0
2027-05-04,SHP-113366,Miami,LA,4566.92,10390.66,4,0
2027-05-05,SHP-113367,LA,Chicago,190.24,422.41,6,0
2027-05-05,SHP-113368,NY,Miami,2383.92,3964.94,14,0
2027-05-05,SHP-113369,NY,Miami,2327.61,3276.44,10,0
2027-05-05,SHP-113370,Houston,Miami,4805.03,10395.06,12,0
2027-05-05,SHP-113371,NY,Houston,1681.85,3937.26,11,0
2027-05-05,SHP-113372,Seattle,Houston,327.12,434.91,6,0
2027-05-06,SHP-113373,Houston,LA,1232.39,2262.74,9,0
2027-05-06,SHP-113374,Chicago,Miami,1849.05,2661.29,1,0
2027-05-06,SHP-113375,Seattle,Houston,1944.33,2936.61,11,0
2027-05-06,SHP-113376,Chicago,Houston,942.59,826.42,14,0
2027-05-06,SHP-113377,Miami,Seattle,2401.66,3195.31,11,0
2027-05-06,SHP-113378,Seattle,Miami,3218.71,5223.87,6,0
2027-05-07,SHP-113379,LA,Houston,722.35,621.12,8,0
2027-05-07,SHP-113380,Houston,Chicago,4832.07,2532.57,1,0
2027-05-07,SHP-113381,Miami,Seattle,3165.22,6044.23,8,0
2027-05-07,SHP-113382,Chicago,NY,2075.36,2693.53,12,1
2027-05-07,SHP-113383,Houston,Miami,855.41,1899.7,9,0
2027-05-08,SHP-113384,NY,LA,3389.57,4926.72,2,0
2027-05-08,SHP-113385,Houston,Chicago,2135.52,2844.32,2,0
2027-05-08,SHP-113386,Miami,Houston,424.53,621.1,12,0
2027-05-08,SHP-113387,NY,Miami,1571.98,3169.42,11,0
2027-05-08,SHP-113388,Houston,Miami,57.83,41.39,7,0
2027-05-08,SHP-113389,Chicago,LA,803.75,598.28,8,0
2027-05-08,SHP-113390,Seattle,NY,30.89,62.89,12,0
2027-05-08,SHP-113391,LA,NY,321.83,225.89,7,0
2027-05-09,SHP-113392,Seattle,Houston,4375.2,6800.51,14,0
2027-05-09,SHP-113393,Miami,Seattle,1024.52,1261.76,7,0
2027-05-09,SHP-113394,Chicago,LA,4378.47,9986.96,5,0
2027-05-09,SHP-113395,Miami,Seattle,3947.25,2981.88,12,0
2027-05-09,SHP-113396,Miami,LA,791.3,1062.37,8,0
2027-05-09,SHP-113397,LA,Chicago,4375.33,10229.14,14,0
2027-05-10,SHP-113398,LA,Miami,1194.24,1174.38,3,0
2027-05-10,SHP-113399,NY,Chicago,2324.04,4883.09,1,0
2027-05-10,SHP-113400,Seattle,Houston,3702.82,6756.03,7,0
2027-05-10,SHP-113401,NY,Miami,2819.83,5561.21,3,0
2027-05-10,SHP-113402,Chicago,Miami,2105.96,2694.93,9,0
2027-05-10,SHP-113403,NY,Miami,2629.79,3034.7,5,0
2027-05-10,SHP-113404,Seattle,Miami,3871.39,6364.83,8,0
2027-05-11,SHP-113405,LA,Seattle,1715.53,1044.47,14,0
2027-05-11,SHP-113406,Houston,Chicago,1815.09,915.01,14,0
2027-05-11,SHP-113407,LA,Miami,2636.91,3650.68,8,0
2027-05-11,SHP-113408,Houston,Chicago,1805.66,1046.15,13,0
2027-05-11,SHP-113409,Miami,Seattle,391.05,751.06,9,0
2027-05-12,SHP-113410,LA,Houston,504.0,557.69,9,0
2027-05-12,SHP-113411,Miami,Seattle,3211.87,7571.41,3,0
2027-05-12,SHP-113412,Chicago,Seattle,1535.46,1083.5,7,0
2027-05-12,SHP-113413,Chicago,Houston,543.44,1171.81,13,0
2027-05-12,SHP-113414,Houston,Miami,1280.0,2801.52,2,0
2027-05-12,SHP-113415,Miami,LA,1190.36,1699.28,4,0
2027-05-13,SHP-113416,Houston,Miami,4163.95,9549.74,13,0
2027-05-13,SHP-113417,Seattle,Chicago,128.16,171.55,10,0
2027-05-13,SHP-113418,NY,Seattle,248.25,466.8,12,0
2027-05-13,SHP-113419,NY,Chicago,2762.33,1541.22,6,0
2027-05-13,SHP-113420,NY,Chicago,1614.78,3379.94,14,0
2027-05-13,SHP-113421,NY,Chicago,922.75,2013.04,6,0
2027-05-14,SHP-113422,Seattle,Houston,907.0,1049.67,12,0
2027-05-14,SHP-113423,Houston,NY,3047.54,2624.01,9,0
2027-05-14,SHP-113424,Houston,LA,678.51,478.68,14,0
2027-05-14,SHP-113425,Miami,Chicago,1176.05,2441.11,4,0
2027-05-14,SHP-113426,NY,Chicago,4819.27,3244.36,10,0
2027-05-14,SHP-113427,Houston,Seattle,2766.72,6236.1,7,0
2027-05-14,SHP-113428,Seattle,NY,3293.74,7081.3,12,0
2027-05-15,SHP-113429,LA,Seattle,4931.84,9772.29,4,0
2027-05-15,SHP-113430,Chicago,LA,4534.51,3029.97,1,0
2027-05-15,SHP-113431,Miami,LA,3064.0,2191.29,13,0
2027-05-15,SHP-113432,Miami,Houston,1924.5,3500.61,13,0
2027-05-15,SHP-113433,Chicago,LA,1648.09,1517.65,5,0
2027-05-15,SHP-113434,Miami,NY,4679.07,4100.59,8,0
2027-05-16,SHP-113435,Seattle,Houston,3305.5,2375.81,3,0
2027-05-16,SHP-113436,Chicago,LA,1765.23,1890.79,10,0
2027-05-16,SHP-113437,Miami,Seattle,3574.09,7280.79,14,0
2027-05-16,SHP-113438,Miami,Seattle,3557.01,4235.33,10,0
2027-05-16,SHP-113439,Miami,Chicago,2747.01,3514.59,11,0
2027-05-16,SHP-113440,LA,Houston,2192.1,4197.33,13,0
2027-05-17,SHP-113441,Chicago,LA,4224.9,7887.5,11,0
2027-05-17,SHP-113442,LA,Seattle,4432.52,8645.74,14,1
2027-05-17,SHP-113443,Miami,NY,2007.21,2095.78,14,0
2027-05-17,SHP-113444,Seattle,Houston,4380.67,8639.1,4,0
2027-05-17,SHP-113445,Seattle,Houston,4668.3,2727.49,3,0
2027-05-17,SHP-113446,Chicago,NY,49.21,32.17,4,0
2027-05-17,SHP-113447,Seattle,Houston,3779.42,8865.82,10,0
2027-05-17,SHP-113448,NY,Seattle,2559.43,5690.77,8,0
2027-05-17,SHP-113449,NY,Miami,1517.62,3142.0,4,0
2027-05-18,SHP-113450,LA,Chicago,795.23,546.34,11,0
2027-05-18,SHP-113451,NY,LA,1376.86,3093.2,4,0
2027-05-18,SHP-113452,Houston,LA,2403.88,3692.84,12,0
2027-05-18,SHP-113453,NY,Seattle,645.36,730.69,7,0
2027-05-18,SHP-113454,Seattle,Chicago,4880.33,3483.69,10,1
2027-05-18,SHP-113455,NY,Chicago,4058.94,3530.73,7,0
2027-05-19,SHP-113456,LA,Houston,2416.03,2552.55,10,0
2027-05-19,SHP-113457,Chicago,Houston,3042.9,2907.37,12,0
2027-05-19,SHP-113458,Chicago,Houston,3860.09,5479.46,7,0
2027-05-19,SHP-113459,Houston,Miami,3344.4,3238.13,1,0
2027-05-19,SHP-113460,NY,Houston,1800.21,3162.38,2,1
2027-05-19,SHP-113461,Houston,LA,1079.64,1806.71,3,0
2027-05-20,SHP-113462,Miami,Seattle,3203.61,5974.03,2,0
2027-05-20,SHP-113463,NY,Houston,4819.2,6223.42,3,0
2027-05-20,SHP-113464,Houston,Chicago,401.28,781.4,8,0
2027-05-20,SHP-113465,Seattle,Miami,2886.07,5819.26,12,0
2027-05-21,SHP-113466,Houston,Miami,2310.48,1710.38,13,0
2027-05-21,SHP-113467,Seattle,Chicago,172.66,347.09,14,0
2027-05-21,SHP-113468,LA,Seattle,85.42,179.62,2,0
2027-05-21,SHP-113469,Miami,LA,352.55,176.86,8,0
2027-05-21,SHP-113470,Houston,LA,3435.32,5494.13,6,0
2027-05-21,SHP-113471,LA,Miami,4937.43,7710.26,7,0
2027-05-21,SHP-113472,Chicago,LA,2330.55,3516.34,5,0
2027-05-21,SHP-113473,Seattle,NY,738.12,1166.58,7,0
2027-05-21,SHP-113474,Houston,NY,525.57,1212.59,2,0
2027-05-22,SHP-113475,LA,Houston,4430.89,6348.8,3,0
2027-05-22,SHP-113476,Houston,Miami,4731.56,4515.46,9,0
2027-05-22,SHP-113477,Houston,LA,1615.63,2250.62,12,0
2027-05-22,SHP-113478,Seattle,Houston,3335.73,4322.99,2,0
2027-05-22,SHP-113479,LA,Seattle,891.86,1134.43,9,0
2027-05-22,SHP-113480,Chicago,Miami,1322.41,1087.36,2,0
2027-05-22,SHP-113481,Seattle,NY,3909.13,2112.03,8,0
2027-05-23,SHP-113482,LA,Miami,2315.97,5587.15,3,0
2027-05-23,SHP-113483,Houston,Chicago,3324.0,3011.39,3,0
2027-05-23,SHP-113484,LA,NY,3957.48,2106.49,7,0
2027-05-23,SHP-113485,Chicago,NY,1421.14,3462.08,1,0
2027-05-23,SHP-113486,LA,Miami,3811.94,5973.77,12,0
2027-05-23,SHP-113487,Miami,Houston,4903.45,11905.75,9,0
2027-05-23,SHP-113488,NY,Miami,13.13,8.75,1,0
2027-05-23,SHP-113489,Seattle,Chicago,2746.94,3697.55,12,0
2027-05-24,SHP-113490,LA,Seattle,1159.89,1180.02,7,0
2027-05-24,SHP-113491,LA,Chicago,3371.21,5806.56,11,0
2027-05-24,SHP-113492,Miami,NY,3317.64,4791.77,1,0
2027-05-24,SHP-113493,Miami,Chicago,3595.61,3502.34,3,0
2027-05-24,SHP-113494,LA,Houston,2319.36,4908.65,13,0
2027-05-24,SHP-113495,Miami,LA,1080.41,2668.16,6,0
2027-05-24,SHP-113496,Houston,NY,2828.84,2801.79,1,0
2027-05-25,SHP-113497,Houston,Miami,330.27,668.46,1,0
2027-05-25,SHP-113498,Houston,LA,4650.37,11571.27,1,0
2027-05-25,SHP-113499,Seattle,LA,2453.02,2392.78,4,0
2027-05-25,SHP-113500,Houston,Miami,4232.9,2956.15,2,0
2027-05-25,SHP-113501,LA,NY,1919.9,1186.48,3,0
2027-05-25,SHP-113502,NY,Seattle,956.54,565.07,2,0
2027-05-25,SHP-113503,LA,Chicago,312.02,425.19,12,0
2027-05-26,SHP-113504,LA,Seattle,2387.87,3012.96,6,0
2027-05-26,SHP-113505,Seattle,LA,2726.14,2738.52,4,0
2027-05-26,SHP-113506,Chicago,LA,2165.96,3578.83,11,0
2027-05-26,SHP-113507,Chicago,Seattle,690.55,539.17,9,1
2027-05-26,SHP-113508,NY,Seattle,3237.75,7807.28,8,0
2027-05-26,SHP-113509,LA,Miami,1578.87,1514.31,1,0
2027-05-26,SHP-113510,Houston,Chicago,3104.03,4474.76,11,0
2027-05-27,SHP-113511,Chicago,Miami,1172.66,1263.89,11,0
2027-05-27,SHP-113512,Seattle,Houston,1528.53,3210.0,9,0
2027-05-27,SHP-113513,NY,Seattle,3365.52,7855.56,5,0
2027-05-27,SHP-113514,Houston,NY,959.98,1679.89,14,0
2027-05-27,SHP-113515,LA,Seattle,4601.94,9715.36,12,0
2027-05-27,SHP-113516,LA,Miami,1809.78,1195.86,1,0
2027-05-27,SHP-113517,Miami,LA,475.57,266.13,9,0
2027-05-27,SHP-113518,Chicago,LA,4876.29,6021.23,10,0
2027-05-28,SHP-113519,Chicago,Seattle,2362.54,4489.85,6,0
2027-05-28,SHP-113520,Seattle,LA,2613.83,1612.71,10,0
2027-05-28,SHP-113521,LA,NY,2300.48,3891.92,13,0
2027-05-28,SHP-113522,Seattle,LA,2950.75,4987.21,10,0
2027-05-28,SHP-113523,NY,Seattle,238.84,203.23,11,0
2027-05-28,SHP-113524,Miami,Chicago,4715.28,5008.76,5,1
2027-05-28,SHP-113525,Chicago,Miami,3351.98,4436.46,12,0
2027-05-28,SHP-113526,LA,NY,3616.62,7383.99,2,0
2027-05-29,SHP-113527,Seattle,Chicago,1630.83,2983.85,13,0
2027-05-29,SHP-113528,LA,Seattle,443.79,646.68,4,0
2027-05-29,SHP-113529,Seattle,Houston,2684.9,5525.15,14,1
2027-05-29,SHP-113530,LA,Chicago,4592.37,3338.35,5,0
2027-05-29,SHP-113531,LA,Miami,2230.3,2665.79,7,0
2027-05-29,SHP-113532,Chicago,Houston,3434.66,2928.29,7,1
2027-05-30,SHP-113533,NY,Miami,3388.65,4960.37,7,0
2027-05-30,SHP-113534,Miami,LA,2311.65,2930.34,14,0
2027-05-30,SHP-113535,Miami,Chicago,4161.09,6947.17,7,0
2027-05-30,SHP-113536,Chicago,Miami,2061.07,1252.65,9,1
2027-05-30,SHP-113537,Chicago,Miami,2362.31,5675.45,4,0
2027-05-30,SHP-113538,Miami,Seattle,4846.74,3157.34,11,0
2027-05-31,SHP-113539,Seattle,LA,4519.79,10182.48,3,0
2027-05-31,SHP-113540,LA,Houston,1519.27,2446.48,10,0
2027-05-31,SHP-113541,Houston,Miami,3580.2,7240.47,7,0
2027-05-31,SHP-113542,LA,NY,4893.15,3636.96,5,0
2027-06-01,SHP-113543,Chicago,Miami,554.09,1133.55,8,0
2027-06-01,SHP-113544,LA,Seattle,1476.06,1592.67,14,0
2027-06-01,SHP-113545,Chicago,NY,2566.86,3626.68,11,0
2027-06-01,SHP-113546,Seattle,NY,3077.99,6063.38,9,0
2027-06-01,SHP-113547,Seattle,Chicago,4220.42,7065.07,14,0
2027-06-01,SHP-113548,LA,Seattle,2971.99,7344.71,8,0
2027-06-01,SHP-113549,Miami,NY,1832.08,3308.99,9,0
2027-06-01,SHP-113550,LA,Seattle,1855.87,3702.69,10,0
2027-06-01,SHP-113551,NY,Seattle,2026.21,5040.47,1,0
2027-06-02,SHP-113552,Miami,Seattle,1914.51,3580.19,14,0
2027-06-02,SHP-113553,Chicago,NY,1855.09,3511.05,9,0
2027-06-02,SHP-113554,NY,Miami,1320.68,2339.66,7,0
2027-06-02,SHP-113555,Miami,NY,2365.62,4269.49,2,0
2027-06-02,SHP-113556,Chicago,NY,2472.96,2164.62,13,0
2027-06-02,SHP-113557,Houston,NY,2668.16,6123.5,5,0
2027-06-03,SHP-113558,LA,Miami,1351.08,2872.54,9,0
2027-06-03,SHP-113559,NY,LA,2658.41,3078.64,10,0
2027-06-03,SHP-113560,Chicago,LA,2326.49,3214.82,11,0
2027-06-03,SHP-113561,Miami,LA,2316.71,1582.02,10,0
2027-06-03,SHP-113562,NY,Seattle,707.29,1244.32,13,0
2027-06-03,SHP-113563,Chicago,NY,852.77,1053.35,4,0
2027-06-03,SHP-113564,NY,Houston,1347.86,945.13,1,0
2027-06-04,SHP-113565,Chicago,Houston,3233.91,5098.9,10,0
2027-06-04,SHP-113566,Houston,Chicago,149.51,358.23,8,0
2027-06-04,SHP-113567,Chicago,Seattle,3009.44,2693.86,6,0
2027-06-04,SHP-113568,Chicago,LA,2650.76,5986.84,12,0
2027-06-04,SHP-113569,NY,Miami,2729.76,3845.68,7,0
2027-06-04,SHP-113570,Miami,Seattle,1787.33,3612.69,11,0
2027-06-04,SHP-113571,NY,Houston,1820.75,3694.68,9,0
2027-06-05,SHP-113572,LA,NY,732.3,1648.1,3,0
2027-06-05,SHP-113573,Houston,Chicago,1097.21,1321.5,12,0
2027-06-05,SHP-113574,Seattle,Houston,3984.84,9452.54,1,0
2027-06-05,SHP-113575,Chicago,LA,3637.38,4760.63,2,0
2027-06-05,SHP-113576,Miami,Chicago,4439.75,8236.78,13,0
2027-06-05,SHP-113577,Houston,Chicago,201.95,258.55,14,1
2027-06-05,SHP-113578,Seattle,LA,1186.34,1829.21,9,0
2027-06-06,SHP-113579,Seattle,NY,4832.55,8125.01,12,0
2027-06-06,SHP-113580,Miami,Seattle,2138.95,1549.2,3,0
2027-06-06,SHP-113581,Miami,Houston,1335.0,1920.47,9,0
2027-06-06,SHP-113582,NY,Miami,2431.1,1497.6,11,0
2027-06-07,SHP-113583,Seattle,Houston,2339.94,1974.82,2,0
2027-06-07,SHP-113584,Seattle,Chicago,2045.57,2881.15,7,0
2027-06-07,SHP-113585,Seattle,Miami,3386.6,6472.86,11,0
2027-06-07,SHP-113586,Chicago,Miami,373.46,212.34,5,1
2027-06-07,SHP-113587,Miami,Seattle,4437.95,8330.4,5,0
2027-06-07,SHP-113588,Seattle,NY,1254.68,2840.61,5,0
2027-06-08,SHP-113589,Seattle,NY,3415.69,7039.28,1,0
2027-06-08,SHP-113590,NY,LA,960.75,1950.62,2,0
2027-06-08,SHP-113591,LA,Miami,970.17,491.57,7,0
2027-06-08,SHP-113592,Chicago,LA,1677.24,2271.99,14,0
2027-06-08,SHP-113593,Houston,LA,1623.48,3860.8,11,1
2027-06-09,SHP-113594,Chicago,Seattle,3537.1,7174.26,13,0
2027-06-09,SHP-113595,Seattle,Miami,3038.34,6183.41,11,0
2027-06-09,SHP-113596,Chicago,Houston,807.3,557.84,9,0
2027-06-09,SHP-113597,Chicago,Houston,10.53,16.37,2,0
2027-06-09,SHP-113598,Miami,Houston,4623.24,8767.85,7,1
2027-06-09,SHP-113599,NY,Miami,2819.93,1909.63,11,0
2027-06-10,SHP-113600,Seattle,Chicago,288.17,246.39,7,0
2027-06-10,SHP-113601,NY,Miami,3105.78,2229.45,3,0
2027-06-10,SHP-113602,Houston,LA,3867.46,7670.18,13,0
2027-06-10,SHP-113603,LA,NY,4166.86,4589.08,4,0
2027-06-10,SHP-113604,Houston,NY,3727.46,2500.39,7,0
2027-06-10,SHP-113605,NY,Houston,454.94,789.81,4,0
2027-06-10,SHP-113606,LA,NY,3802.17,9423.98,9,0
2027-06-10,SHP-113607,NY,Houston,4177.15,5282.51,2,0
2027-06-11,SHP-113608,NY,LA,2877.69,1580.03,14,0
2027-06-11,SHP-113609,NY,LA,4629.51,4082.25,5,0
2027-06-11,SHP-113610,Chicago,Houston,874.39,1041.65,11,0
2027-06-11,SHP-113611,NY,Seattle,1440.54,2686.61,4,0
2027-06-11,SHP-113612,NY,Seattle,3468.64,7895.3,10,0
2027-06-11,SHP-113613,Miami,Seattle,4572.44,11150.25,13,0
2027-06-11,SHP-113614,Houston,Chicago,1314.8,3107.38,6,0
2027-06-12,SHP-113615,Houston,Seattle,1350.22,851.54,10,0
2027-06-12,SHP-113616,Miami,Seattle,38.29,65.46,5,0
2027-06-12,SHP-113617,NY,Chicago,4803.05,7118.72,1,0
2027-06-12,SHP-113618,Miami,Houston,690.6,377.35,11,0
2027-06-12,SHP-113619,Houston,LA,4255.95,9305.75,8,0
2027-06-12,SHP-113620,LA,NY,4508.65,4592.94,2,0
2027-06-13,SHP-113621,LA,Houston,1798.11,3398.84,10,0
2027-06-13,SHP-113622,Chicago,LA,621.49,489.36,9,0
2027-06-13,SHP-113623,Seattle,LA,1164.08,1484.64,1,0
2027-06-13,SHP-113624,Seattle,NY,2352.14,2492.32,12,0
2027-06-13,SHP-113625,LA,Houston,4889.62,2450.94,1,1
2027-06-13,SHP-113626,Chicago,Miami,3091.27,4655.41,14,0
2027-06-14,SHP-113627,Houston,NY,1703.94,951.11,3,0
2027-06-14,SHP-113628,Chicago,Miami,2838.29,1902.95,10,0
2027-06-14,SHP-113629,Miami,Seattle,954.77,826.45,13,0
2027-06-14,SHP-113630,LA,NY,2525.54,4496.22,12,0
2027-06-14,SHP-113631,Houston,Chicago,423.82,897.38,13,0
2027-06-14,SHP-113632,Miami,Houston,4544.42,4873.51,5,0
2027-06-14,SHP-113633,Chicago,Houston,3933.28,5865.49,14,0
2027-06-14,SHP-113634,Houston,Chicago,2011.23,1391.39,9,0
2027-06-15,SHP-113635,Chicago,Miami,1120.92,2487.29,4,0
2027-06-15,SHP-113636,LA,NY,1709.15,3049.37,2,0
2027-06-15,SHP-113637,NY,Houston,4242.1,3869.53,9,0
2027-06-15,SHP-113638,Houston,LA,551.2,1059.77,7,0
2027-06-15,SHP-113639,Miami,Houston,1727.27,3093.88,7,0
2027-06-15,SHP-113640,NY,Chicago,3420.54,5622.55,1,0
2027-06-16,SHP-113641,Miami,NY,4738.0,10748.22,7,0
2027-06-16,SHP-113642,Houston,NY,4585.63,10002.98,10,0
2027-06-16,SHP-113643,NY,Seattle,4557.17,3806.27,14,0
2027-06-16,SHP-113644,NY,Seattle,2207.4,2419.17,1,0
2027-06-16,SHP-113645,Seattle,LA,1027.23,1773.81,8,0
2027-06-16,SHP-113646,Miami,NY,2305.98,2678.49,9,0
2027-06-17,SHP-113647,NY,LA,3069.84,2027.36,5,0
2027-06-17,SHP-113648,Miami,LA,4128.62,7579.93,11,0
2027-06-17,SHP-113649,Chicago,Miami,33.75,25.14,8,0
2027-06-17,SHP-113650,Miami,LA,406.07,557.18,6,0
2027-06-17,SHP-113651,LA,NY,2231.93,5557.21,1,0
2027-06-17,SHP-113652,NY,Houston,722.84,1600.35,12,0
2027-06-17,SHP-113653,LA,Seattle,2971.17,7006.75,8,0
2027-06-17,SHP-113654,Miami,LA,4897.13,11622.38,10,0
2027-06-18,SHP-113655,NY,LA,3591.07,2610.75,3,0
2027-06-18,SHP-113656,Miami,Chicago,178.54,410.43,14,0
2027-06-18,SHP-113657,Houston,Seattle,1798.48,2496.11,7,0
2027-06-18,SHP-113658,Houston,NY,4547.29,8720.4,11,0
2027-06-18,SHP-113659,Houston,Chicago,2729.05,3778.24,3,0
2027-06-18,SHP-113660,LA,NY,2679.58,5575.78,11,0
2027-06-19,SHP-113661,NY,Seattle,3058.29,3687.7,11,0
2027-06-19,SHP-113662,LA,Seattle,1169.76,2280.17,4,0
2027-06-19,SHP-113663,LA,Houston,4263.71,6831.29,1,0
2027-06-19,SHP-113664,LA,Chicago,1000.33,1855.36,14,0
2027-06-19,SHP-113665,NY,Chicago,3363.93,7045.47,11,0
2027-06-19,SHP-113666,LA,NY,869.05,676.78,10,0
2027-06-19,SHP-113667,NY,LA,3819.82,8508.84,4,0
2027-06-20,SHP-113668,Miami,Chicago,4914.0,11006.92,7,0
2027-06-20,SHP-113669,Chicago,LA,2398.12,1388.78,7,0
2027-06-20,SHP-113670,Houston,LA,4979.61,10889.94,4,0
2027-06-20,SHP-113671,Houston,Miami,2580.99,4459.88,6,0
2027-06-20,SHP-113672,NY,Chicago,3258.87,4761.29,10,0
2027-06-20,SHP-113673,LA,Miami,2862.38,6414.51,9,0
2027-06-20,SHP-113674,Houston,NY,389.43,960.68,7,0
2027-06-20,SHP-113675,LA,Seattle,62.32,104.73,14,0
2027-06-21,SHP-113676,Miami,LA,2443.72,5131.41,8,1
2027-06-21,SHP-113677,Houston,LA,1456.3,2073.23,12,0
2027-06-21,SHP-113678,Chicago,Miami,276.56,603.35,14,0
2027-06-21,SHP-113679,Seattle,NY,3877.78,3023.99,4,0
2027-06-21,SHP-113680,Chicago,Miami,2069.38,3202.67,4,0
2027-06-22,SHP-113681,LA,NY,3627.31,8142.14,13,0
2027-06-22,SHP-113682,Houston,Chicago,4432.04,5014.8,9,0
2027-06-22,SHP-113683,Chicago,Miami,1636.87,1316.01,9,0
2027-06-22,SHP-113684,Seattle,NY,3084.89,3693.9,7,0
2027-06-22,SHP-113685,Houston,Miami,4775.31,9558.45,3,0
2027-06-22,SHP-113686,Seattle,LA,188.01,322.12,11,0
2027-06-22,SHP-113687,LA,Miami,423.83,662.6,10,0
2027-06-22,SHP-113688,Seattle,Chicago,484.11,917.82,4,0
2027-06-22,SHP-113689,NY,Chicago,376.56,605.58,13,0
2027-06-23,SHP-113690,Seattle,Chicago,4932.97,4946.45,14,0
2027-06-23,SHP-113691,Miami,LA,3041.17,7205.59,10,0
2027-06-23,SHP-113692,NY,Chicago,1533.51,2440.37,3,0
2027-06-23,SHP-113693,Miami,LA,1779.77,4006.27,13,0
2027-06-23,SHP-113694,Miami,Houston,2358.66,3774.41,11,0
2027-06-23,SHP-113695,NY,Miami,735.1,1725.34,9,0
2027-06-23,SHP-113696,Houston,NY,187.96,442.74,13,0
2027-06-24,SHP-113697,Seattle,Chicago,339.67,383.83,4,0
2027-06-24,SHP-113698,Miami,Chicago,3170.1,3729.13,13,0
2027-06-24,SHP-113699,Seattle,NY,2243.69,1216.13,13,0
2027-06-24,SHP-113700,NY,Houston,657.8,434.89,1,0
2027-06-24,SHP-113701,Chicago,Seattle,2519.47,2628.14,8,0
2027-06-24,SHP-113702,Chicago,Houston,206.9,406.36,10,0
2027-06-25,SHP-113703,LA,Seattle,2331.89,3895.62,1,1
2027-06-25,SHP-113704,Chicago,Miami,2436.04,5355.79,9,0
2027-06-25,SHP-113705,Chicago,Houston,1802.29,4502.82,5,0
2027-06-25,SHP-113706,Chicago,Seattle,293.18,320.97,3,0
2027-06-25,SHP-113707,Miami,Seattle,297.73,389.79,9,0
2027-06-25,SHP-113708,NY,Chicago,4461.61,3273.78,14,0
2027-06-25,SHP-113709,Houston,NY,2115.02,2078.78,2,0
2027-06-25,SHP-113710,NY,Miami,2826.59,6423.71,14,0
2027-06-25,SHP-113711,Chicago,Miami,1217.8,1834.63,14,0
2027-06-26,SHP-113712,Seattle,Miami,2263.65,5272.57,9,0
2027-06-26,SHP-113713,Miami,Chicago,741.75,730.81,4,0
2027-06-26,SHP-113714,Miami,NY,2237.68,4210.36,2,0
2027-06-26,SHP-113715,Seattle,NY,4595.91,3055.67,4,0
2027-06-27,SHP-113716,Chicago,Miami,1769.26,1157.98,9,0
2027-06-27,SHP-113717,Miami,Seattle,3034.24,2140.92,3,0
2027-06-27,SHP-113718,LA,Chicago,950.16,2052.58,2,0
2027-06-27,SHP-113719,Chicago,Houston,4066.63,7977.9,7,0
2027-06-27,SHP-113720,LA,Miami,4344.21,8852.61,9,0
2027-06-27,SHP-113721,Chicago,LA,4788.22,11570.54,1,0
2027-06-27,SHP-113722,LA,Houston,2929.66,2538.78,13,0
2027-06-27,SHP-113723,Miami,Seattle,711.25,1077.67,13,0
2027-06-28,SHP-113724,Houston,Chicago,1935.83,2707.26,9,0
2027-06-28,SHP-113725,Seattle,Chicago,1843.75,4141.85,14,0
2027-06-28,SHP-113726,Chicago,Houston,2841.46,6589.14,10,0
2027-06-28,SHP-113727,Houston,NY,10.4,6.44,5,0
2027-06-28,SHP-113728,NY,Seattle,2665.49,3808.3,10,0
2027-06-29,SHP-113729,Chicago,Houston,907.63,1847.11,11,0
2027-06-29,SHP-113730,Seattle,Chicago,909.05,1042.92,11,0
2027-06-29,SHP-113731,Seattle,Miami,1285.19,1755.76,11,0
2027-06-29,SHP-113732,Seattle,Miami,1962.32,1885.39,13,0
2027-06-29,SHP-113733,Seattle,Miami,734.54,1684.02,13,0
2027-06-29,SHP-113734,Chicago,Seattle,1146.15,2083.09,3,0
2027-06-29,SHP-113735,Miami,Chicago,2400.35,5946.54,7,0
2027-06-30,SHP-113736,Houston,Seattle,3246.41,4427.0,10,0
2027-06-30,SHP-113737,Houston,Seattle,4657.83,3689.89,6,0
2027-06-30,SHP-113738,LA,NY,2296.48,4171.76,5,0
2027-06-30,SHP-113739,Chicago,Seattle,4379.65,4956.3,11,0
2027-06-30,SHP-113740,Houston,Seattle,4657.88,9061.29,3,0
