date,campaign_id,platform,ad_spend,impressions,clicks,conversions,cost_per_acquisition
2024-11-19,CAMP-9673,TikTok,4893.22,289933,13258,797,6.14
2024-11-19,CAMP-9674,TikTok,1058.68,77212,2204,137,7.73
2024-11-19,CAMP-9675,TikTok,4115.64,286602,5138,410,10.04
2024-11-19,CAMP-9676,LinkedIn,1559.91,105743,2249,54,28.89
2024-11-19,CAMP-9677,Facebook,3950.51,141124,5753,329,12.01
2024-11-19,CAMP-9678,Facebook,3564.57,134680,3835,315,11.32
2024-11-19,CAMP-9679,TikTok,1220.94,92012,2558,188,6.49
2024-11-19,CAMP-9680,LinkedIn,342.04,15110,681,44,7.77
2024-11-20,CAMP-9681,TikTok,3781.19,184096,3377,274,13.8
2024-11-20,CAMP-9682,LinkedIn,3673.08,129083,5575,187,19.64
2024-11-20,CAMP-9683,TikTok,3665.09,46433,1129,68,53.9
2024-11-20,CAMP-9684,LinkedIn,4306.53,404677,14613,1105,3.9
2024-11-20,CAMP-9685,LinkedIn,1446.37,31763,523,19,76.12
2024-11-20,CAMP-9686,Google Ads,1637.17,49016,2010,69,23.73
2024-11-20,CAMP-9687,LinkedIn,3419.39,259652,11947,439,7.79
2024-11-20,CAMP-9688,LinkedIn,3448.34,212831,5557,350,9.85
2024-11-21,CAMP-9689,Google Ads,2839.26,176015,3752,357,7.95
2024-11-21,CAMP-9690,LinkedIn,3503.34,197106,8190,611,5.73
2024-11-21,CAMP-9691,Google Ads,195.44,19118,802,72,2.71
2024-11-21,CAMP-9692,TikTok,1201.09,30671,337,19,63.22
2024-11-21,CAMP-9693,Google Ads,273.31,12192,454,22,12.42
2024-11-21,CAMP-9694,LinkedIn,2724.61,199505,6917,380,7.17
2024-11-21,CAMP-9695,TikTok,3454.78,127141,2453,213,16.22
2024-11-21,CAMP-9696,LinkedIn,1701.06,131061,5652,361,4.71
2024-11-22,CAMP-9697,Google Ads,3937.46,246773,9742,708,5.56
2024-11-22,CAMP-9698,LinkedIn,834.02,42687,1859,95,8.78
2024-11-22,CAMP-9699,LinkedIn,3850.65,294287,10986,544,7.08
2024-11-22,CAMP-9700,Facebook,2397.89,145872,4483,109,22.0
2024-11-22,CAMP-9701,Facebook,2946.72,276670,10904,1085,2.72
2024-11-22,CAMP-9702,Facebook,976.25,93339,4069,326,2.99
2024-11-22,CAMP-9703,Facebook,2572.5,41766,1232,89,28.9
2024-11-22,CAMP-9704,Google Ads,2821.69,127583,5370,416,6.78
2024-11-23,CAMP-9705,Google Ads,906.34,25482,674,44,20.6
2024-11-23,CAMP-9706,TikTok,4920.33,263116,10670,762,6.46
2024-11-23,CAMP-9707,TikTok,1551.97,106549,2999,234,6.63
2024-11-23,CAMP-9708,TikTok,182.63,15565,236,16,11.41
2024-11-23,CAMP-9709,TikTok,403.78,7909,336,10,40.38
2024-11-23,CAMP-9710,Facebook,2445.26,162519,6020,451,5.42
2024-11-23,CAMP-9711,Facebook,3033.35,265797,12998,772,3.93
2024-11-23,CAMP-9712,Google Ads,3791.94,125628,3366,141,26.89
2024-11-23,CAMP-9713,Google Ads,2030.91,90042,1122,54,37.61
2024-11-24,CAMP-9714,Google Ads,1002.48,34478,847,38,26.38
2024-11-24,CAMP-9715,Google Ads,1317.81,30025,321,6,219.63
2024-11-24,CAMP-9716,Google Ads,3773.74,238282,11124,513,7.36
2024-11-24,CAMP-9717,Facebook,1880.08,181755,3868,205,9.17
2024-11-24,CAMP-9718,LinkedIn,701.77,28698,1123,42,16.71
2024-11-24,CAMP-9719,TikTok,1055.15,88873,3071,199,5.3
2024-11-24,CAMP-9720,TikTok,886.64,44382,1861,175,5.07
2024-11-24,CAMP-9721,Facebook,786.63,73039,1691,55,14.3
2024-11-24,CAMP-9722,TikTok,3209.82,209466,5925,407,7.89
2024-11-25,CAMP-9723,TikTok,1055.44,85281,929,26,40.59
2024-11-25,CAMP-9724,Google Ads,2759.61,111410,5223,352,7.84
2024-11-25,CAMP-9725,LinkedIn,2461.52,168595,8093,289,8.52
2024-11-25,CAMP-9726,Facebook,3061.14,191173,2840,99,30.92
2024-11-25,CAMP-9727,Facebook,4998.53,459009,22645,2030,2.46
2024-11-25,CAMP-9728,LinkedIn,301.05,16132,786,26,11.58
2024-11-25,CAMP-9729,Facebook,2872.59,190643,7429,528,5.44
2024-11-25,CAMP-9730,TikTok,3073.3,120899,3881,171,17.97
2024-11-25,CAMP-9731,LinkedIn,3338.24,138088,5298,528,6.32
2024-11-25,CAMP-9732,Facebook,3692.27,200975,2816,173,21.34
2024-11-25,CAMP-9733,Facebook,3933.71,316592,15302,393,10.01
2024-11-25,CAMP-9734,LinkedIn,4238.99,98895,3264,199,21.3
2024-11-26,CAMP-9735,LinkedIn,1941.02,193397,4694,304,6.38
2024-11-26,CAMP-9736,Google Ads,3843.54,253619,4509,176,21.84
2024-11-26,CAMP-9737,LinkedIn,1151.75,37966,1036,73,15.78
2024-11-26,CAMP-9738,Facebook,885.23,11935,295,24,36.88
2024-11-26,CAMP-9739,LinkedIn,3719.35,71560,1426,55,67.62
2024-11-26,CAMP-9740,Google Ads,2777.15,188652,2835,95,29.23
2024-11-26,CAMP-9741,Facebook,1840.59,31529,1191,74,24.87
2024-11-26,CAMP-9742,TikTok,3818.31,134973,4839,399,9.57
2024-11-26,CAMP-9743,LinkedIn,4202.35,128930,4641,460,9.14
2024-11-26,CAMP-9744,TikTok,3576.83,207088,5511,198,18.06
2024-11-26,CAMP-9745,TikTok,1956.79,168047,6551,346,5.66
2024-11-27,CAMP-9746,LinkedIn,4686.76,390229,13194,1173,4.0
2024-11-27,CAMP-9747,TikTok,4695.41,292558,5077,109,43.08
2024-11-27,CAMP-9748,TikTok,2197.18,121294,1951,142,15.47
2024-11-27,CAMP-9749,TikTok,3702.94,94165,4438,299,12.38
2024-11-27,CAMP-9750,Facebook,2391.07,211199,5537,446,5.36
2024-11-27,CAMP-9751,Google Ads,238.52,21953,1076,34,7.02
2024-11-27,CAMP-9752,TikTok,1059.39,15172,317,24,44.14
2024-11-27,CAMP-9753,Google Ads,4147.83,368018,10265,391,10.61
2024-11-27,CAMP-9754,Facebook,3571.6,52724,2009,70,51.02
2024-11-28,CAMP-9755,TikTok,4371.17,147018,2915,250,17.48
2024-11-28,CAMP-9756,Google Ads,4144.11,311607,12565,919,4.51
2024-11-28,CAMP-9757,LinkedIn,1862.05,55572,624,43,43.3
2024-11-28,CAMP-9758,Facebook,929.35,16778,835,28,33.19
2024-11-28,CAMP-9759,TikTok,2175.94,59592,2101,68,32.0
2024-11-28,CAMP-9760,Google Ads,1986.59,36414,860,58,34.25
2024-11-28,CAMP-9761,TikTok,1410.73,116573,2144,190,7.42
2024-11-28,CAMP-9762,TikTok,2173.21,84540,1582,106,20.5
2024-11-28,CAMP-9763,Google Ads,2986.6,138134,3596,277,10.78
2024-11-29,CAMP-9764,Facebook,4827.96,227611,10172,218,22.15
2024-11-29,CAMP-9765,Google Ads,865.24,83199,2874,110,7.87
2024-11-29,CAMP-9766,LinkedIn,2754.41,274512,8323,694,3.97
2024-11-29,CAMP-9767,Google Ads,2701.02,233617,8180,323,8.36
2024-11-29,CAMP-9768,TikTok,1654.14,36806,1171,86,19.23
2024-11-29,CAMP-9769,LinkedIn,1501.28,115138,3920,88,17.06
2024-11-29,CAMP-9770,Facebook,1535.96,119861,3223,79,19.44
2024-11-29,CAMP-9771,TikTok,513.65,37829,1726,60,8.56
2024-11-29,CAMP-9772,TikTok,2633.68,235883,5135,410,6.42
2024-11-29,CAMP-9773,TikTok,1324.59,93374,3880,286,4.63
2024-11-30,CAMP-9774,LinkedIn,366.57,25608,896,85,4.31
2024-11-30,CAMP-9775,Google Ads,2584.74,122103,4337,381,6.78
2024-11-30,CAMP-9776,Google Ads,1200.93,20117,398,23,52.21
2024-11-30,CAMP-9777,LinkedIn,4754.17,136587,6160,524,9.07
2024-11-30,CAMP-9778,LinkedIn,650.31,6865,328,8,81.29
2024-11-30,CAMP-9779,Facebook,292.02,28865,1157,87,3.36
2024-11-30,CAMP-9780,TikTok,1582.15,65535,3225,135,11.72
2024-11-30,CAMP-9781,Google Ads,485.77,38621,1160,60,8.1
2024-11-30,CAMP-9782,Google Ads,2290.24,224737,5039,272,8.42
2024-12-01,CAMP-9783,Facebook,2861.18,171560,5304,184,15.55
2024-12-01,CAMP-9784,LinkedIn,199.0,4677,130,5,39.8
2024-12-01,CAMP-9785,LinkedIn,277.37,24186,920,24,11.56
2024-12-01,CAMP-9786,Google Ads,2317.58,139966,4303,344,6.74
2024-12-01,CAMP-9787,Google Ads,3868.0,354476,9800,418,9.25
2024-12-01,CAMP-9788,TikTok,2927.12,211755,8063,600,4.88
2024-12-01,CAMP-9789,Google Ads,3542.64,75041,1890,138,25.67
2024-12-01,CAMP-9790,TikTok,4884.33,422904,8508,171,28.56
2024-12-01,CAMP-9791,TikTok,2763.29,66953,1599,35,78.95
2024-12-01,CAMP-9792,TikTok,4882.68,387473,15385,1381,3.54
2024-12-01,CAMP-9793,Google Ads,2708.62,259415,11908,370,7.32
2024-12-02,CAMP-9794,LinkedIn,1624.8,32647,1335,75,21.66
2024-12-02,CAMP-9795,TikTok,3163.29,57429,1008,86,36.78
2024-12-02,CAMP-9796,Google Ads,543.25,38903,589,16,33.95
2024-12-02,CAMP-9797,TikTok,3854.4,200122,3512,300,12.85
2024-12-02,CAMP-9798,TikTok,4349.33,242311,4490,358,12.15
2024-12-02,CAMP-9799,TikTok,2073.28,26189,743,31,66.88
2024-12-02,CAMP-9800,LinkedIn,3290.45,105879,2925,165,19.94
2024-12-03,CAMP-9801,Google Ads,4344.75,107940,2607,64,67.89
2024-12-03,CAMP-9802,TikTok,1963.5,142471,2510,199,9.87
2024-12-03,CAMP-9803,LinkedIn,1220.78,25082,594,46,26.54
2024-12-03,CAMP-9804,Google Ads,2754.14,207801,5726,211,13.05
2024-12-03,CAMP-9805,Google Ads,4503.12,272101,13193,821,5.48
2024-12-03,CAMP-9806,Google Ads,3854.52,103311,3344,310,12.43
2024-12-03,CAMP-9807,LinkedIn,2214.48,183701,2496,214,10.35
2024-12-03,CAMP-9808,TikTok,3463.47,144001,5048,234,14.8
2024-12-03,CAMP-9809,LinkedIn,4723.61,359133,10573,720,6.56
2024-12-03,CAMP-9810,LinkedIn,2320.34,212132,4253,412,5.63
2024-12-03,CAMP-9811,Google Ads,4277.77,261332,12412,938,4.56
2024-12-04,CAMP-9812,TikTok,1972.08,177883,3734,239,8.25
2024-12-04,CAMP-9813,Google Ads,2348.79,45495,1797,54,43.5
2024-12-04,CAMP-9814,TikTok,3034.91,248859,5263,137,22.15
2024-12-04,CAMP-9815,TikTok,2017.64,180449,5777,517,3.9
2024-12-04,CAMP-9816,LinkedIn,4489.39,417701,13563,833,5.39
2024-12-04,CAMP-9817,LinkedIn,286.56,27471,375,14,20.47
2024-12-04,CAMP-9818,LinkedIn,3616.11,341587,9768,870,4.16
2024-12-04,CAMP-9819,Facebook,4065.03,182801,7428,403,10.09
2024-12-04,CAMP-9820,Google Ads,2901.18,51350,2094,45,64.47
2024-12-04,CAMP-9821,Facebook,364.95,23445,342,14,26.07
2024-12-04,CAMP-9822,Google Ads,1860.99,105420,2174,83,22.42
2024-12-04,CAMP-9823,LinkedIn,623.17,6453,179,4,155.79
2024-12-04,CAMP-9824,LinkedIn,4304.92,71678,3510,323,13.33
2024-12-05,CAMP-9825,Google Ads,3459.92,235508,8064,582,5.94
2024-12-05,CAMP-9826,Google Ads,4525.28,336355,11556,375,12.07
2024-12-05,CAMP-9827,Facebook,709.08,48457,522,19,37.32
2024-12-05,CAMP-9828,Facebook,4244.83,414181,16086,1453,2.92
2024-12-05,CAMP-9829,LinkedIn,4393.83,327470,14901,436,10.08
2024-12-05,CAMP-9830,TikTok,1945.41,121601,1295,89,21.86
2024-12-06,CAMP-9831,TikTok,4449.23,441088,13552,1254,3.55
2024-12-06,CAMP-9832,Facebook,2246.58,127160,3304,282,7.97
2024-12-06,CAMP-9833,TikTok,2704.93,240416,7323,664,4.07
2024-12-06,CAMP-9834,Facebook,4386.42,68012,1541,148,29.64
2024-12-06,CAMP-9835,LinkedIn,3483.7,233916,5255,230,15.15
2024-12-06,CAMP-9836,TikTok,1616.11,116519,2533,248,6.52
2024-12-06,CAMP-9837,LinkedIn,3859.09,117943,2260,182,21.2
2024-12-06,CAMP-9838,Facebook,388.53,21981,303,30,12.95
2024-12-06,CAMP-9839,LinkedIn,277.26,14527,156,6,46.21
2024-12-07,CAMP-9840,Facebook,2832.29,88933,2870,195,14.52
2024-12-07,CAMP-9841,TikTok,3822.24,213538,5480,526,7.27
2024-12-07,CAMP-9842,TikTok,2860.47,73842,2449,139,20.58
2024-12-07,CAMP-9843,Facebook,2632.24,240915,10820,239,11.01
2024-12-07,CAMP-9844,Google Ads,1339.46,47856,2078,159,8.42
2024-12-07,CAMP-9845,TikTok,1800.77,43139,745,60,30.01
2024-12-07,CAMP-9846,Google Ads,3454.18,200569,9497,603,5.73
2024-12-07,CAMP-9847,LinkedIn,2124.46,68964,814,71,29.92
2024-12-08,CAMP-9848,LinkedIn,4219.27,128836,2385,72,58.6
2024-12-08,CAMP-9849,Google Ads,1907.29,176913,4585,403,4.73
2024-12-08,CAMP-9850,LinkedIn,3179.19,112844,4400,358,8.88
2024-12-08,CAMP-9851,LinkedIn,3844.69,108808,4795,124,31.01
2024-12-08,CAMP-9852,Google Ads,1307.86,128317,2587,221,5.92
2024-12-08,CAMP-9853,TikTok,2297.68,213899,10531,949,2.42
2024-12-08,CAMP-9854,LinkedIn,2914.72,102956,2026,80,36.43
2024-12-08,CAMP-9855,Facebook,3882.41,116823,3770,104,37.33
2024-12-09,CAMP-9856,Facebook,568.33,18361,705,54,10.52
2024-12-09,CAMP-9857,LinkedIn,323.96,21308,568,33,9.82
2024-12-09,CAMP-9858,Facebook,1693.21,80752,1208,31,54.62
2024-12-09,CAMP-9859,TikTok,652.4,13491,175,7,93.2
2024-12-09,CAMP-9860,TikTok,1113.71,26347,567,27,41.25
2024-12-09,CAMP-9861,Facebook,681.51,28584,450,13,52.42
2024-12-09,CAMP-9862,TikTok,369.16,22600,326,27,13.67
2024-12-09,CAMP-9863,LinkedIn,2416.91,27263,351,26,92.96
2024-12-09,CAMP-9864,TikTok,4087.22,287159,5163,296,13.81
2024-12-09,CAMP-9865,Google Ads,1044.53,61688,2015,78,13.39
2024-12-10,CAMP-9866,Facebook,3294.08,133364,6108,178,18.51
2024-12-10,CAMP-9867,TikTok,2224.04,105982,4528,404,5.51
2024-12-10,CAMP-9868,Facebook,4255.07,99738,3183,151,28.18
2024-12-10,CAMP-9869,Google Ads,967.8,59231,2848,199,4.86
2024-12-10,CAMP-9870,LinkedIn,4768.02,224350,4297,117,40.75
2024-12-10,CAMP-9871,LinkedIn,1063.57,98574,1682,122,8.72
2024-12-10,CAMP-9872,Google Ads,4534.1,269325,9216,909,4.99
2024-12-10,CAMP-9873,LinkedIn,2905.89,193375,5176,302,9.62
2024-12-10,CAMP-9874,Google Ads,1115.08,16914,768,20,55.75
2024-12-11,CAMP-9875,LinkedIn,3321.33,93845,3111,76,43.7
2024-12-11,CAMP-9876,LinkedIn,3045.14,273943,10933,672,4.53
2024-12-11,CAMP-9877,Facebook,4783.93,283448,8481,192,24.92
2024-12-11,CAMP-9878,TikTok,4401.98,361340,13066,613,7.18
2024-12-11,CAMP-9879,Google Ads,114.72,8981,213,16,7.17
2024-12-11,CAMP-9880,Google Ads,647.85,31513,1002,45,14.4
2024-12-11,CAMP-9881,Facebook,4599.63,129809,1663,121,38.01
2024-12-11,CAMP-9882,TikTok,4367.42,434699,12070,541,8.07
2024-12-11,CAMP-9883,Google Ads,2740.16,96331,2527,113,24.25
2024-12-11,CAMP-9884,TikTok,3512.73,168511,5368,498,7.05
2024-12-11,CAMP-9885,LinkedIn,3862.97,167945,7852,577,6.69
2024-12-12,CAMP-9886,LinkedIn,3364.01,228073,6941,432,7.79
2024-12-12,CAMP-9887,TikTok,4195.94,418659,11575,471,8.91
2024-12-12,CAMP-9888,LinkedIn,4842.6,390616,9796,255,18.99
2024-12-12,CAMP-9889,TikTok,4485.96,424730,12230,822,5.46
2024-12-12,CAMP-9890,TikTok,2237.31,36577,391,16,139.83
2024-12-12,CAMP-9891,Facebook,1772.96,131297,3137,266,6.67
2024-12-12,CAMP-9892,Google Ads,4360.18,374648,7981,581,7.5
2024-12-12,CAMP-9893,TikTok,197.66,15607,607,57,3.47
2024-12-12,CAMP-9894,Facebook,2021.13,75752,3048,143,14.13
2024-12-12,CAMP-9895,Facebook,2766.14,116066,4586,161,17.18
2024-12-13,CAMP-9896,Facebook,698.6,32452,1024,82,8.52
2024-12-13,CAMP-9897,Google Ads,1439.75,55462,2391,130,11.07
2024-12-13,CAMP-9898,Google Ads,1550.83,34040,1002,49,31.65
2024-12-13,CAMP-9899,Facebook,217.61,7858,331,23,9.46
2024-12-13,CAMP-9900,Google Ads,3782.95,292675,10988,465,8.14
2024-12-13,CAMP-9901,Google Ads,2182.04,110386,3384,219,9.96
2024-12-13,CAMP-9902,Facebook,972.01,39884,1214,61,15.93
2024-12-14,CAMP-9903,Facebook,2956.21,97215,3590,288,10.26
2024-12-14,CAMP-9904,TikTok,4336.62,73214,2180,49,88.5
2024-12-14,CAMP-9905,Facebook,3289.86,273196,6621,503,6.54
2024-12-14,CAMP-9906,LinkedIn,255.98,10513,201,7,36.57
2024-12-14,CAMP-9907,LinkedIn,3398.24,289774,9624,515,6.6
2024-12-14,CAMP-9908,LinkedIn,1680.74,155463,6163,295,5.7
2024-12-14,CAMP-9909,Facebook,3050.82,212957,3178,254,12.01
2024-12-14,CAMP-9910,Facebook,1568.15,113536,2696,186,8.43
2024-12-14,CAMP-9911,LinkedIn,4302.07,185634,2168,133,32.35
2024-12-15,CAMP-9912,Facebook,3250.62,300917,3495,196,16.58
2024-12-15,CAMP-9913,TikTok,1144.32,41165,952,94,12.17
2024-12-15,CAMP-9914,LinkedIn,1659.42,30275,885,82,20.24
2024-12-15,CAMP-9915,Google Ads,2660.84,70540,3469,327,8.14
2024-12-15,CAMP-9916,Google Ads,4354.72,97027,1715,104,41.87
2024-12-15,CAMP-9917,Google Ads,340.61,13894,588,44,7.74
2024-12-15,CAMP-9918,Facebook,1584.12,118529,5272,418,3.79
2024-12-15,CAMP-9919,Google Ads,4493.52,85877,3976,127,35.38
2024-12-15,CAMP-9920,LinkedIn,233.81,6800,85,6,38.97
2024-12-15,CAMP-9921,LinkedIn,3346.55,315395,15433,767,4.36
2024-12-16,CAMP-9922,Facebook,2607.87,222052,6633,484,5.39
2024-12-16,CAMP-9923,TikTok,1694.76,102408,2400,65,26.07
2024-12-16,CAMP-9924,Google Ads,4038.6,194264,9536,513,7.87
2024-12-16,CAMP-9925,TikTok,228.98,6623,180,12,19.08
2024-12-16,CAMP-9926,Facebook,3652.69,348734,9297,191,19.12
2024-12-16,CAMP-9927,LinkedIn,2822.99,153049,1551,128,22.05
2024-12-16,CAMP-9928,Facebook,337.04,24630,1171,86,3.92
2024-12-16,CAMP-9929,LinkedIn,1716.34,33137,1613,64,26.82
2024-12-17,CAMP-9930,TikTok,1610.03,111958,2838,180,8.94
2024-12-17,CAMP-9931,TikTok,81.02,3004,52,1,81.02
2024-12-17,CAMP-9932,Google Ads,2750.25,75913,1387,42,65.48
2024-12-17,CAMP-9933,LinkedIn,4154.37,395404,14654,989,4.2
2024-12-17,CAMP-9934,TikTok,1452.14,60831,677,55,26.4
2024-12-17,CAMP-9935,Facebook,925.93,59288,1224,43,21.53
2024-12-17,CAMP-9936,TikTok,3811.38,93792,3418,327,11.66
2024-12-18,CAMP-9937,LinkedIn,4641.66,229041,8428,618,7.51
2024-12-18,CAMP-9938,TikTok,1789.8,76197,2471,169,10.59
2024-12-18,CAMP-9939,Facebook,927.73,33425,488,46,20.17
2024-12-18,CAMP-9940,Google Ads,1009.22,50715,2267,147,6.87
2024-12-18,CAMP-9941,LinkedIn,3524.23,154260,5549,541,6.51
2024-12-18,CAMP-9942,TikTok,456.43,36959,1310,47,9.71
2024-12-18,CAMP-9943,Google Ads,3562.78,318481,11117,282,12.63
2024-12-18,CAMP-9944,Facebook,3461.77,334920,15889,471,7.35
2024-12-18,CAMP-9945,Google Ads,3171.68,99799,2110,137,23.15
2024-12-19,CAMP-9946,LinkedIn,3822.21,185324,6535,193,19.8
2024-12-19,CAMP-9947,Facebook,911.38,10845,332,24,37.97
2024-12-19,CAMP-9948,LinkedIn,3996.76,205031,4409,103,38.8
2024-12-19,CAMP-9949,Google Ads,4305.57,202319,5319,293,14.69
2024-12-19,CAMP-9950,LinkedIn,2660.66,265494,13116,283,9.4
2024-12-19,CAMP-9951,Google Ads,3391.02,81885,869,40,84.78
2024-12-19,CAMP-9952,TikTok,2631.23,254541,5260,156,16.87
2024-12-19,CAMP-9953,TikTok,846.58,25671,940,84,10.08
2024-12-19,CAMP-9954,LinkedIn,1089.59,36022,1794,175,6.23
2024-12-19,CAMP-9955,TikTok,100.4,7985,388,35,2.87
2024-12-20,CAMP-9956,Facebook,1349.94,19177,915,30,45.0
2024-12-20,CAMP-9957,Google Ads,1157.06,29498,962,20,57.85
2024-12-20,CAMP-9958,Facebook,4054.92,188440,4273,379,10.7
2024-12-20,CAMP-9959,TikTok,546.43,41050,1303,58,9.42
2024-12-20,CAMP-9960,Facebook,4549.73,236158,3341,288,15.8
2024-12-20,CAMP-9961,LinkedIn,1506.9,101416,4665,155,9.72
2024-12-20,CAMP-9962,Google Ads,4129.12,358366,15694,798,5.17
2024-12-20,CAMP-9963,Google Ads,1436.49,117962,3861,224,6.41
2024-12-20,CAMP-9964,TikTok,319.82,6355,206,18,17.77
2024-12-21,CAMP-9965,Google Ads,123.75,8719,418,11,11.25
2024-12-21,CAMP-9966,Facebook,1570.92,133556,4528,429,3.66
2024-12-21,CAMP-9967,Google Ads,871.89,77522,1933,86,10.14
2024-12-21,CAMP-9968,LinkedIn,2764.08,83748,4173,162,17.06
2024-12-21,CAMP-9969,TikTok,2150.06,45049,978,85,25.29
2024-12-21,CAMP-9970,TikTok,4440.64,122632,4211,289,15.37
2024-12-21,CAMP-9971,Google Ads,3060.74,153240,5131,385,7.95
2024-12-21,CAMP-9972,Google Ads,1991.97,148758,7362,410,4.86
2024-12-22,CAMP-9973,Google Ads,4264.9,396549,8718,312,13.67
2024-12-22,CAMP-9974,Google Ads,4789.17,476035,14469,988,4.85
2024-12-22,CAMP-9975,TikTok,2168.77,53108,2089,185,11.72
2024-12-22,CAMP-9976,LinkedIn,4699.61,271274,9535,665,7.07
2024-12-22,CAMP-9977,Google Ads,1984.26,141125,3643,189,10.5
2024-12-22,CAMP-9978,TikTok,2957.86,215754,3657,126,23.48
2024-12-22,CAMP-9979,Google Ads,3953.0,126756,2637,65,60.82
2024-12-22,CAMP-9980,Google Ads,3295.73,99309,4735,215,15.33
2024-12-22,CAMP-9981,LinkedIn,2249.06,161954,6377,514,4.38
2024-12-22,CAMP-9982,LinkedIn,4078.73,349775,10564,995,4.1
2024-12-23,CAMP-9983,Google Ads,621.06,14691,187,4,155.26
2024-12-23,CAMP-9984,Google Ads,2464.98,131241,4268,331,7.45
2024-12-23,CAMP-9985,Google Ads,684.99,31261,1444,107,6.4
2024-12-23,CAMP-9986,Facebook,2320.11,64925,2284,167,13.89
2024-12-23,CAMP-9987,TikTok,608.45,18612,210,12,50.7
2024-12-23,CAMP-9988,Facebook,857.89,52549,1910,137,6.26
2024-12-23,CAMP-9989,Facebook,3620.67,45042,456,20,181.03
2024-12-23,CAMP-9990,Facebook,2100.88,102956,4030,98,21.44
2024-12-23,CAMP-9991,LinkedIn,3480.8,178573,7227,268,12.99
2024-12-23,CAMP-9992,Facebook,1888.26,162633,3439,77,24.52
2024-12-24,CAMP-9993,LinkedIn,1687.91,114431,2091,108,15.63
2024-12-24,CAMP-9994,TikTok,2307.04,23910,1071,96,24.03
2024-12-24,CAMP-9995,Facebook,4117.11,133013,4487,105,39.21
2024-12-24,CAMP-9996,TikTok,3103.85,223030,5834,501,6.2
2024-12-24,CAMP-9997,LinkedIn,2161.82,138803,1527,152,14.22
2024-12-24,CAMP-9998,LinkedIn,1631.94,108340,4529,151,10.81
2024-12-24,CAMP-9999,Facebook,3178.97,129520,1797,78,40.76
2024-12-24,CAMP-10000,Google Ads,3533.35,73117,2209,89,39.7
2024-12-25,CAMP-10001,Google Ads,3358.32,83063,1004,70,47.98
2024-12-25,CAMP-10002,LinkedIn,759.04,53490,2038,97,7.83
2024-12-25,CAMP-10003,LinkedIn,2396.55,47405,1202,77,31.12
2024-12-25,CAMP-10004,TikTok,103.66,8563,317,6,17.28
2024-12-25,CAMP-10005,LinkedIn,2322.45,166150,4765,458,5.07
2024-12-25,CAMP-10006,Google Ads,4093.0,88380,1280,125,32.74
2024-12-25,CAMP-10007,Facebook,1296.37,102906,3965,312,4.16
2024-12-25,CAMP-10008,Facebook,3100.0,141946,2858,284,10.92
2024-12-25,CAMP-10009,Facebook,4624.6,71488,2972,64,72.26
2024-12-26,CAMP-10010,Google Ads,4400.63,338169,12096,518,8.5
2024-12-26,CAMP-10011,LinkedIn,3988.11,61804,1390,132,30.21
2024-12-26,CAMP-10012,TikTok,1645.77,101322,3369,171,9.62
2024-12-26,CAMP-10013,Google Ads,4680.53,140024,5854,355,13.18
2024-12-26,CAMP-10014,TikTok,3262.16,139494,5760,482,6.77
2024-12-26,CAMP-10015,TikTok,2606.59,52884,2335,76,34.3
2024-12-26,CAMP-10016,Facebook,664.75,57146,571,36,18.47
2024-12-27,CAMP-10017,TikTok,3561.59,150959,1657,69,51.62
2024-12-27,CAMP-10018,LinkedIn,2907.65,192264,6085,377,7.71
2024-12-27,CAMP-10019,LinkedIn,2155.88,182255,3340,290,7.43
2024-12-27,CAMP-10020,Google Ads,4563.7,429501,20899,1058,4.31
2024-12-27,CAMP-10021,TikTok,844.19,46175,1752,133,6.35
2024-12-27,CAMP-10022,LinkedIn,381.18,17288,596,47,8.11
2024-12-27,CAMP-10023,Facebook,4651.34,87587,4213,419,11.1
2024-12-27,CAMP-10024,TikTok,4362.91,292223,11898,297,14.69
2024-12-27,CAMP-10025,TikTok,1501.11,64543,1241,57,26.34
2024-12-27,CAMP-10026,Facebook,878.34,11218,388,34,25.83
2024-12-28,CAMP-10027,Google Ads,3610.53,247419,2964,279,12.94
2024-12-28,CAMP-10028,Google Ads,1974.04,152286,5558,391,5.05
2024-12-28,CAMP-10029,Facebook,514.19,13367,335,13,39.55
2024-12-28,CAMP-10030,Facebook,696.14,11549,459,11,63.29
2024-12-28,CAMP-10031,TikTok,4498.29,372560,10119,399,11.27
2024-12-28,CAMP-10032,TikTok,1242.75,26586,971,69,18.01
2024-12-28,CAMP-10033,TikTok,4412.34,311853,12909,1011,4.36
2024-12-28,CAMP-10034,LinkedIn,1301.49,18015,698,55,23.66
2024-12-28,CAMP-10035,Facebook,2797.72,130524,1880,154,18.17
2024-12-28,CAMP-10036,Google Ads,1005.3,71002,2618,255,3.94
2024-12-28,CAMP-10037,LinkedIn,3501.61,242964,6823,422,8.3
2024-12-29,CAMP-10038,LinkedIn,1671.86,23146,834,77,21.71
2024-12-29,CAMP-10039,LinkedIn,3567.93,308369,4881,322,11.08
2024-12-29,CAMP-10040,TikTok,4493.2,406754,19141,821,5.47
2024-12-29,CAMP-10041,Facebook,4104.86,130552,6313,609,6.74
2024-12-29,CAMP-10042,Google Ads,1924.76,184891,4035,214,8.99
2024-12-29,CAMP-10043,Google Ads,4712.92,123461,2539,193,24.42
2024-12-29,CAMP-10044,Google Ads,873.37,57054,2592,91,9.6
2024-12-29,CAMP-10045,Facebook,1115.7,25840,1007,75,14.88
